speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2
mightyena,Mightyena,84,125.8,105.7,133,1771,SUCKER_PUNCH,CRUNCH,POISON_FANG
piloswine,Piloswine,84,121,99.4,154,1855,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE
rufflet,Rufflet,84,126.7,92.1,152,1775,PECK,BRAVE_BIRD,FLY
sandshrew_alolan,Sandshrew (Alolan),84,117.6,121,127,1808,POWDER_SNOW,NIGHT_SLASH,GYRO_BALL
bellossom_shadow,Bellossom (Shadow),83.9,115,132.2,128,1948,ACID,LEAF_BLADE,DAZZLING_GLEAM
flamigo,Flamigo,83.9,137.9,95.5,123,1622,WING_ATTACK,UPPER_HAND,BRAVE_BIRD
grimmsnarl,Grimmsnarl,83.9,136.2,90.8,133,1646,SUCKER_PUNCH,FOUL_PLAY,PLAY_ROUGH
sandshrew_alolan_shadow,Sandshrew (Alolan) (Shadow),83.9,117.6,121,127,1808,POWDER_SNOW,NIGHT_SLASH,GYRO_BALL
whiscash,Whiscash,83.9,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD
wailmer,Wailmer,83.8,116.5,68.2,242,1927,ROLLOUT,SCALD,BODY_SLAM
blaziken_shadow,Blaziken (Shadow),83.7,143.9,90.8,119,1556,EMBER,AURA_SPHERE,BLAST_BURN
froslass,Froslass,83.7,122.5,114.8,130,1831,POWDER_SNOW,AVALANCHE,SHADOW_BALL
hypno_shadow,Hypno (Shadow),83.7,103.4,142.9,147,2174,CONFUSION,THUNDER_PUNCH,ICE_PUNCH
lucario,Lucario,83.7,145.7,93.7,113,1544,FORCE_PALM,AURA_SPHERE,SHADOW_BALL
scizor,Scizor,83.7,137.8,112,105,1622,BULLET_PUNCH,NIGHT_SLASH,TRAILBLAZE
tentacruel_shadow,Tentacruel (Shadow),83.7,108.9,143.5,131,2047,ACID,SCALD,PAYBACK
wartortle,Wartortle,83.7,107.6,139,139,2080,WATER_GUN,AQUA_JET,ICE_BEAM
articuno,Articuno,83.6,112.6,139.6,126,1981,POWDER_SNOW,ICY_WIND,HURRICANE
hippopotas_shadow,Hippopotas (Shadow),83.6,115.1,111.7,152,1956,SAND_ATTACK,ROCK_TOMB,BODY_SLAM
throh,Throh,83.6,110.2,107.7,171,2032,LOW_KICK,BRICK_BREAK,BODY_SLAM
coalossal,Coalossal,83.5,98.1,139.3,167,2285,FIRE_SPIN,ROCK_SLIDE,FLAME_CHARGE
gliscor_shadow,Gliscor (Shadow),83.5,115.6,144.4,116,1939,WING_ATTACK,SAND_TOMB,ACROBATICS
oinkologne_female,Oinkologne (Female),83.5,109.6,111.5,167,2042,TACKLE,BODY_SLAM,TRAILBLAZE
raikou_shadow,Raikou (Shadow),83.5,133.5,109.9,113,1659,THUNDER_SHOCK,WILD_CHARGE,AURA_SPHERE
skuntank,Skuntank,83.5,121.7,95.1,158,1831,POISON_JAB,CRUNCH,TRAILBLAZE
urshifu_single_strike,Urshifu (Single Strike),83.5,136.5,97.7,121,1616,SUCKER_PUNCH,BRICK_BREAK,DYNAMIC_PUNCH
aromatisse,Aromatisse,83.4,115.8,107.3,156,1939,CHARM,PSYSHOCK,MOONBLAST
slowbro,Slowbro,83.4,113.4,120.9,144,1975,CONFUSION,DRAIN_PUNCH,ICE_BEAM
hippopotas,Hippopotas,83.3,115.1,111.7,152,1956,SAND_ATTACK,ROCK_TOMB,BODY_SLAM
pawmot,Pawmot,83.3,145,95.4,112,1552,THUNDER_SHOCK,BRICK_BREAK,WILD_CHARGE
wailmer_shadow,Wailmer (Shadow),83.3,116.5,68.2,242,1927,ROLLOUT,SCALD,BODY_SLAM
blaziken,Blaziken,83.2,143.9,90.8,119,1556,EMBER,AURA_SPHERE,BLAST_BURN
castform_snowy,Castform (Snowy),83.2,112.6,121.2,146,1994,POWDER_SNOW,WEATHER_BALL_ICE,BLIZZARD
regirock,Regirock,83.2,104.5,179.9,114,2144,LOCK_ON,STONE_EDGE,FOCUS_BLAST
slowking_galarian,Slowking (Galarian),83.2,117.3,117.9,138,1910,ACID,PSYSHOCK,SHADOW_BALL
trevenant_shadow,Trevenant (Shadow),83.2,127.8,104.6,131,1752,SHADOW_CLAW,SHADOW_BALL,SEED_BOMB
marshtomp_shadow,Marshtomp (Shadow),83.1,120.4,111.4,139,1865,MUD_SHOT,SURF,SLUDGE
scrafty,Scrafty,83.1,110.4,156.7,117,2025,COUNTER,FOUL_PLAY,UPPER_HAND
amaura,Amaura,83,114.2,104.1,165,1965,POWDER_SNOW,WEATHER_BALL_ICE,THUNDERBOLT
drifblim,Drifblim,83,119.1,75.7,209,1887,HEX,ICY_WIND,SHADOW_BALL
magnezone,Magnezone,82.9,134.3,121.1,102,1661,VOLT_SWITCH,WILD_CHARGE,MIRROR_SHOT
mantine,Mantine,82.9,105.5,166.5,121,2127,WING_ATTACK,AERIAL_ACE,ICE_BEAM
ursaring_shadow,Ursaring (Shadow),82.9,139.6,91.3,126,1607,SHADOW_CLAW,CLOSE_COMBAT,SWIFT
venusaur_shadow,Venusaur (Shadow),82.9,122.1,122.1,123,1836,VINE_WHIP,FRENZY_PLANT,SLUDGE
whiscash_shadow,Whiscash (Shadow),82.9,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD
lairon,Lairon,82.8,113.8,147.1,118,1977,METAL_SOUND,ROCK_TOMB,BODY_SLAM
munchlax,Munchlax,82.8,103.1,96.5,218,2172,TACKLE,BODY_SLAM,BULLDOZE
electrode,Electrode,82.7,122.8,126.3,118,1832,VOLT_SWITCH,DISCHARGE,FOUL_PLAY
golurk_shadow,Golurk (Shadow),82.7,133.3,98.5,128,1681,MUD_SLAP,SHADOW_PUNCH,DYNAMIC_PUNCH
lurantis,Lurantis,82.7,126.2,117.8,119,1770,LEAFAGE,LEAF_BLADE,SUPER_POWER
throh_shadow,Throh (Shadow),82.7,110.2,107.7,171,2032,LOW_KICK,BRICK_BREAK,BODY_SLAM
trevenant,Trevenant,82.7,127.8,104.6,131,1752,SHADOW_CLAW,SEED_BOMB,SHADOW_BALL
zapdos,Zapdos,82.7,135.6,104.6,115,1633,THUNDER_SHOCK,DRILL_PECK,HEAT_WAVE
golbat,Golbat,82.6,117.6,116.2,139,1901,WING_ATTACK,POISON_FANG,SHADOW_BALL
marshtomp,Marshtomp,82.6,119.8,111.5,140,1871,MUD_SHOT,SURF,SLUDGE
palkia_shadow,Palkia (Shadow),82.6,140.3,109.9,100,1544,DRAGON_BREATH,AQUA_TAIL,DRACO_METEOR
palossand,Palossand,82.6,116.5,123,134,1922,ASTONISH,SHADOW_BALL,SAND_TOMB
toxicroak,Toxicroak,82.6,136.2,93.7,129,1648,POISON_STING,DYNAMIC_PUNCH,SHADOW_BALL
whimsicott,Whimsicott,82.6,118.7,135,118,1892,FAIRY_WIND,SEED_BOMB,MOONBLAST
decidueye_hisuian,Decidueye (Hisuian),82.5,126.9,109.4,127,1765,PSYCHO_CUT,TRAILBLAZE,AURA_SPHERE
golbat_shadow,Golbat (Shadow),82.5,117.6,116.2,139,1901,WING_ATTACK,POISON_FANG,SHADOW_BALL
mew,Mew,82.5,120.4,119.3,129,1855,SHADOW_CLAW,WILD_CHARGE,PSYSHOCK
trumbeak,Trumbeak,82.5,134,93.2,134,1676,PECK,DRILL_PECK,ROCK_BLAST
wailord,Wailord,82.4,118.3,67.4,237,1892,ROLLOUT,SURF,RETURN
zapdos_shadow,Zapdos (Shadow),82.3,138.1,103.4,112,1601,THUNDER_SHOCK,DRILL_PECK,HEAT_WAVE
electivire_shadow,Electivire (Shadow),82.2,143.3,100.8,108,1562,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE
flygon,Flygon,82.2,127.9,109.5,125,1752,DRAGON_TAIL,SAND_TOMB,TWISTER
glalie,Glalie,82.2,115.2,120.7,140,1948,ROLLOUT,AVALANCHE,SHADOW_BALL
magnezone_shadow,Magnezone (Shadow),82.2,134.3,121.1,102,1661,VOLT_SWITCH,WILD_CHARGE,MIRROR_SHOT
farfetchd_galarian,Farfetch'd (Galarian),82.1,137.6,99.7,119,1634,FURY_CUTTER,LEAF_BLADE,BRICK_BREAK
jumpluff,Jumpluff,82.1,96.7,156.9,153,2323,FAIRY_WIND,AERIAL_ACE,ENERGY_BALL
magcargo,Magcargo,82.1,110.9,156.3,117,2029,EMBER,ROCK_TOMB,OVERHEAT
nidoqueen,Nidoqueen,82.1,116.5,118.4,139,1920,MUD_SLAP,STONE_EDGE,POISON_FANG
rapidash_galarian,Rapidash (Galarian),82.1,133.6,111.5,112,1670,FAIRY_WIND,BODY_SLAM,WILD_CHARGE
hawlucha,Hawlucha,82,127.4,107.6,128,1756,LOW_KICK,FLYING_PRESS,AERIAL_ACE
pawniard,Pawniard,82,131.9,107.7,119,1692,FURY_CUTTER,NIGHT_SLASH,X_SCISSOR
pidgeot_shadow,Pidgeot (Shadow),82,116.9,115.5,142,1918,WING_ATTACK,BRAVE_BIRD,AIR_CUTTER
heracross,Heracross,81.9,134.6,108.4,114,1665,FURY_CUTTER,UPPER_HAND,ROCK_TOMB
lokix,Lokix,81.9,132.8,104,122,1687,SUCKER_PUNCH,X_SCISSOR,TRAILBLAZE
naclstack,Naclstack,81.9,100.8,147,142,2106,MUD_SHOT,ROCK_TOMB,ROCK_BLAST
snorlax,Snorlax,81.9,108.4,102.2,187,2073,LICK,BODY_SLAM,SUPER_POWER
kartana,Kartana,81.8,169.1,99.3,79,1328,FURY_CUTTER,LEAF_BLADE,SACRED_SWORD
magneton,Magneton,81.8,143.4,114.6,95,1563,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE
raichu_alolan,Raichu (Alolan),81.8,135.4,109.9,111,1653,THUNDER_SHOCK,WILD_CHARGE,TRAILBLAZE
snorlax_shadow,Snorlax (Shadow),81.8,108.4,102.2,187,2073,LICK,BODY_SLAM,SUPER_POWER
spinda,Spinda,81.8,110,110,142,1721,SUCKER_PUNCH,ROCK_TOMB,ICY_WIND
typhlosion_shadow,Typhlosion (Shadow),81.8,132.7,108.8,117,1691,INCINERATE,BLAST_BURN,THUNDER_PUNCH
nidorina,Nidorina,81.7,110.9,113.4,157,1975,POISON_STING,POISON_FANG,THUNDERBOLT
bombirdier,Bombirdier,81.6,127.8,117.1,117,1752,SUCKER_PUNCH,FLY,ROCK_TOMB
fletchinder_shadow,Fletchinder (Shadow),81.6,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE
hariyama_shadow,Hariyama (Shadow),81.6,125.6,76,186,1778,FORCE_PALM,UPPER_HAND,HEAVY_SLAM
lileep,Lileep,81.6,100.8,138.6,151,2111,ACID,GRASS_KNOT,ANCIENT_POWER
quaquaval,Quaquaval,81.6,137.7,98.6,120,1630,WING_ATTACK,CLOSE_COMBAT,HYDRO_CANNON
skeledirge,Skeledirge,81.6,121.2,109.7,139,1849,INCINERATE,TORCH_SONG,SHADOW_BALL
uxie,Uxie,81.6,102.1,176,122,2194,CONFUSION,SWIFT,FUTURE_SIGHT
genesect,Genesect,81.5,141,111.6,100,1575,FURY_CUTTER,X_SCISSOR,TECHNO_BLAST_NORMAL
armarouge,Armarouge,81.4,132.1,109.6,117,1695,INCINERATE,PSYSHOCK,HEAT_WAVE
dragonite,Dragonite,81.4,135.8,107.3,113,1647,DRAGON_BREATH,THUNDER_PUNCH,SUPER_POWER
electrode_shadow,Electrode (Shadow),81.4,122.8,126.3,118,1832,VOLT_SWITCH,DISCHARGE,FOUL_PLAY
latios,Latios,81.3,139.3,112.9,102,1606,DRAGON_BREATH,AURA_SPHERE,LUSTER_PURGE
magnemite_shadow,Magnemite (Shadow),81.3,147.8,113.6,90,1512,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE
sylveon,Sylveon,81.3,117.3,124.6,130,1902,CHARM,PSYSHOCK,MOONBLAST
flygon_shadow,Flygon (Shadow),81.2,127.9,109.5,125,1752,DRAGON_TAIL,SAND_TOMB,TWISTER
lairon_shadow,Lairon (Shadow),81.2,113.8,147.1,118,1977,METAL_SOUND,ROCK_TOMB,BODY_SLAM
meganium,Meganium,81.2,110.8,139,131,2018,VINE_WHIP,FRENZY_PLANT,EARTHQUAKE
claydol_shadow,Claydol (Shadow),81.1,103.5,172.6,121,2164,MUD_SLAP,ROCK_TOMB,SHADOW_BALL
froslass_shadow,Froslass (Shadow),81.1,122.5,114.8,130,1831,POWDER_SNOW,AVALANCHE,SHADOW_BALL
garganacl,Garganacl,81.1,105.8,137.2,145,2107,MUD_SHOT,ROCK_TOMB,ROCK_BLAST
perrserker,Perrserker,81.1,128.7,113.3,119,1738,SHADOW_CLAW,CLOSE_COMBAT,TRAILBLAZE
aron,Aron,81,114.2,131,127,1903,METAL_SOUND,ROCK_TOMB,BODY_SLAM
girafarig_shadow,Girafarig (Shadow),81,130.3,101.5,130,1721,CONFUSION,PSYCHIC_FANGS,TRAILBLAZE
pumpkaboo_super,Pumpkaboo (Super),81,111.7,113.4,141,1788,ASTONISH,GRASS_KNOT,FOUL_PLAY
avalugg,Avalugg,80.9,111.7,141.3,127,2007,ICE_FANG,AVALANCHE,BODY_SLAM
nidoqueen_shadow,Nidoqueen (Shadow),80.9,116.5,118.4,139,1920,MUD_SLAP,STONE_EDGE,POISON_FANG
relicanth,Relicanth,80.9,105.1,133.6,152,2138,WATER_GUN,AQUA_TAIL,ANCIENT_POWER
salamence_shadow,Salamence (Shadow),80.9,143.4,93,117,1562,DRAGON_TAIL,FLY,BRUTAL_SWING
slowbro_shadow,Slowbro (Shadow),80.9,113.4,120.9,144,1975,CONFUSION,DRAIN_PUNCH,ICE_BEAM
tapu_fini,Tapu Fini,80.9,115.8,158.3,105,1926,WATER_GUN,SURF,NATURES_MADNESS
drifblim_shadow,Drifblim (Shadow),80.8,119.1,75.7,209,1887,ASTONISH,ICY_WIND,SHADOW_BALL
maushold,Maushold,80.8,116.2,121.9,136,1928,MUD_SHOT,SWIFT,CRUNCH
toxicroak_shadow,Toxicroak (Shadow),80.8,136.2,93.7,129,1648,POISON_STING,DYNAMIC_PUNCH,SHADOW_BALL
ursaring,Ursaring,80.8,139.6,91.3,126,1607,SHADOW_CLAW,CLOSE_COMBAT,SWIFT
vikavolt_shadow,Vikavolt (Shadow),80.8,144.1,96.6,111,1547,VOLT_SWITCH,X_SCISSOR,DISCHARGE
ferrothorn,Ferrothorn,80.7,107.1,152.7,128,2094,BULLET_SEED,POWER_WHIP,THUNDER
magneton_shadow,Magneton (Shadow),80.7,143.4,114.6,95,1563,THUNDER_SHOCK,DISCHARGE,MAGNET_BOMB
mamoswine_shadow,Mamoswine (Shadow),80.7,136.2,87.3,138,1642,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE
bruxish,Bruxish,80.6,136.4,102.5,117,1637,CONFUSION,AQUA_TAIL,PSYCHIC_FANGS
fletchinder,Fletchinder,80.6,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE
quaxwell,Quaxwell,80.6,125.4,103.5,138,1792,WING_ATTACK,AQUA_JET,AERIAL_ACE
girafarig,Girafarig,80.5,130.3,101.5,130,1721,CONFUSION,PSYCHIC_FANGS,TRAILBLAZE
golurk,Golurk,80.5,133.3,98.5,128,1681,MUD_SLAP,SHADOW_PUNCH,DYNAMIC_PUNCH
serperior,Serperior,80.5,110.2,142.2,130,2038,VINE_WHIP,FRENZY_PLANT,AERIAL_ACE
tyranitar,Tyranitar,80.5,129.7,111.4,120,1734,DRAGON_BREATH,BRUTAL_SWING,STONE_EDGE
hariyama,Hariyama,80.4,125.6,76,186,1778,FORCE_PALM,UPPER_HAND,HEAVY_SLAM
magnemite,Magnemite,80.4,147.8,113.6,90,1512,VOLT_SWITCH,DISCHARGE,MAGNET_BOMB
lugia,Lugia,80.3,102.4,167.1,127,2174,DRAGON_TAIL,FLY,AEROBLAST
poliwrath,Poliwrath,80.3,115.8,122,137,1936,COUNTER,SCALD,ICY_WIND
sandslash_shadow,Sandslash (Shadow),80.3,120.4,123,125,1853,SAND_ATTACK,NIGHT_SLASH,ROCK_TOMB
thundurus_incarnate_shadow,Thundurus (Incarnate) (Shadow),80.3,148.1,95.5,107,1514,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK
typhlosion,Typhlosion,80.3,132.7,108.8,117,1691,INCINERATE,BLAST_BURN,THUNDER_PUNCH
aron_shadow,Aron (Shadow),80.2,114.2,131,127,1903,METAL_SOUND,ROCK_TOMB,BODY_SLAM
donphan_shadow,Donphan (Shadow),80.2,125.2,113.1,126,1786,MUD_SLAP,BODY_SLAM,TRAILBLAZE
garchomp,Garchomp,80.2,132.4,101.4,126,1694,DRAGON_TAIL,TWISTER,SAND_TOMB
gurdurr_shadow,Gurdurr (Shadow),80.2,125.3,100.1,143,1795,LOW_KICK,BRICK_BREAK,STONE_EDGE
sceptile_shadow,Sceptile (Shadow),80.2,135.6,109.3,111,1646,FURY_CUTTER,LEAF_BLADE,BREAKING_SWIPE
raticate_alolan,Raticate (Alolan),80.1,107,130.1,150,2091,QUICK_ATTACK,CRUNCH,RETURN
sceptile,Sceptile,80.1,135.6,109.3,111,1646,FURY_CUTTER,LEAF_BLADE,BREAKING_SWIPE
tyranitar_shadow,Tyranitar (Shadow),80.1,129.7,111.4,120,1734,DRAGON_BREATH,BRUTAL_SWING,STONE_EDGE
scolipede,Scolipede,80,131.7,120.3,107,1698,POISON_STING,AQUA_TAIL,MEGAHORN
slowbro_galarian,Slowbro (Galarian),80,119.1,108.3,146,1885,CONFUSION,DRAIN_PUNCH,SLUDGE_BOMB
starmie,Starmie,80,133.1,122,104,1690,PSYWAVE,SURF,POWER_GEM
avalugg_hisuian,Avalugg (Hisuian),79.9,116.4,135.1,122,1921,POWDER_SNOW,ROCK_SLIDE,ICY_WIND
furfrou,Furfrou,79.9,115.5,125.1,134,1938,SUCKER_PUNCH,SURF,GRASS_KNOT
sandslash,Sandslash,79.9,120.4,123,125,1853,SAND_ATTACK,NIGHT_SLASH,ROCK_TOMB
skuntank_shadow,Skuntank (Shadow),79.9,121.7,95.1,158,1831,POISON_JAB,CRUNCH,TRAILBLAZE
wartortle_shadow,Wartortle (Shadow),79.9,107.6,139,139,2080,WATER_GUN,AQUA_JET,ICE_BEAM
chesnaught,Chesnaught,79.8,119.3,126.9,124,1879,LOW_KICK,FRENZY_PLANT,SUPER_POWER
electivire,Electivire,79.8,143.3,100.8,108,1562,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE
gurdurr,Gurdurr,79.8,125.3,100.1,143,1795,LOW_KICK,BRICK_BREAK,STONE_EDGE
farfetchd,Farfetch'd,79.7,116.8,109.2,131,1671,FURY_CUTTER,LEAF_BLADE,AERIAL_ACE
gengar_shadow,Gengar (Shadow),79.7,154.3,95.4,98,1444,SHADOW_CLAW,SHADOW_PUNCH,SHADOW_BALL
suicune,Suicune,79.7,106.2,143,137,2083,ICE_FANG,BUBBLE_BEAM,SCALD
charizard_shadow,Charizard (Shadow),79.6,132.7,108.8,117,1691,EMBER,BLAST_BURN,AIR_CUTTER
crawdaunt_shadow,Crawdaunt (Shadow),79.6,144.7,98.3,109,1552,WATERFALL,NIGHT_SLASH,SCALD
giratina_origin,Giratina (Origin),79.6,120,101.4,154,1875,DRAGON_TAIL,OMINOUS_WIND,SHADOW_BALL
latios_shadow,Latios (Shadow),79.6,140.4,112.9,99,1571,DRAGON_BREATH,AURA_SPHERE,LUSTER_PURGE
lileep_shadow,Lileep (Shadow),79.6,100.8,138.6,151,2111,ACID,GRASS_KNOT,ANCIENT_POWER
shiinotic,Shiinotic,79.6,116.5,134.2,123,1925,ASTONISH,SEED_BOMB,MOONBLAST
toxtricity,Toxtricity,79.6,141.2,95.3,118,1590,ACID,WILD_CHARGE,POWER_UP_PUNCH
tropius,Tropius,79.6,101.4,128,170,2208,AIR_SLASH,LEAF_BLADE,BRUTAL_SWING
cofagrigus_shadow,Cofagrigus (Shadow),79.5,111.7,165.3,109,2013,SHADOW_CLAW,SHADOW_BALL,DARK_PULSE
grimer_alolan,Grimer (Alolan),79.5,122.7,86.8,171,1824,POISON_JAB,CRUNCH,SLUDGE_BOMB
timburr,Timburr,79.5,125.2,85.7,164,1760,LOW_KICK,BRICK_BREAK,ROCK_TOMB
victini,Victini,79.5,120.4,119.3,129,1855,CONFUSION,V_CREATE,PSYSHOCK
beedrill_shadow,Beedrill (Shadow),79.4,127.1,106.5,130,1760,POISON_STING,X_SCISSOR,DRILL_RUN
golem_alolan_shadow,Golem (Alolan) (Shadow),79.4,125.1,122.2,117,1791,VOLT_SWITCH,WILD_CHARGE,ROCK_BLAST
machoke,Machoke,79.4,126.7,97.3,143,1766,KARATE_CHOP,CROSS_CHOP,RETURN
leavanny,Leavanny,79.3,129.4,110.2,121,1727,SHADOW_CLAW,LEAF_BLADE,X_SCISSOR
machop_shadow,Machop (Shadow),79.3,127.7,81.5,157,1634,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK
vikavolt,Vikavolt,79.3,144.1,96.6,111,1547,VOLT_SWITCH,X_SCISSOR,FLY
grimer,Grimer,79.2,121,88.2,172,1836,POISON_JAB,SLUDGE,MUD_BOMB
meowscarada,Meowscarada,79.2,140.3,99.1,115,1600,LEAFAGE,FRENZY_PLANT,NIGHT_SLASH
sirfetchd,Sirfetch'd,79.2,144.7,108,99,1548,FURY_CUTTER,LEAF_BLADE,CLOSE_COMBAT
vigoroth,Vigoroth,79.2,116.2,114.1,145,1923,COUNTER,BODY_SLAM,ROCK_SLIDE
galvantula,Galvantula,79.1,138.2,96.4,122,1627,VOLT_SWITCH,DISCHARGE,LUNGE
roserade,Roserade,79.1,141.9,114.3,97,1574,POISON_STING,WEATHER_BALL_FIRE,LEAF_STORM
vigoroth_shadow,Vigoroth (Shadow),79.1,116.2,114.1,145,1923,COUNTER,BODY_SLAM,ROCK_SLIDE
beedrill,Beedrill,79,127.1,106.5,130,1760,POISON_STING,X_SCISSOR,DRILL_RUN
dhelmise,Dhelmise,79,139.7,109.3,105,1605,SHADOW_CLAW,POWER_WHIP,BRUTAL_SWING
ferrothorn_shadow,Ferrothorn (Shadow),79,107.1,152.7,128,2094,BULLET_SEED,POWER_WHIP,THUNDER
garchomp_shadow,Garchomp (Shadow),79,132.4,101.4,126,1694,DRAGON_TAIL,TWISTER,SAND_TOMB
pumpkaboo_large,Pumpkaboo (Large),79,113.4,115.1,133,1737,ASTONISH,GRASS_KNOT,FOUL_PLAY
blacephalon,Blacephalon,78.9,173.6,88.4,84,1290,INCINERATE,MIND_BLOWN,SHADOW_BALL
donphan,Donphan,78.9,125.2,113.1,126,1786,MUD_SLAP,BODY_SLAM,TRAILBLAZE
frillish,Frillish,78.9,109.2,125.2,135,1846,HEX,NIGHT_SHADE,ICE_BEAM
mamoswine,Mamoswine,78.9,136.2,87.3,138,1642,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE
obstagoon_shadow,Obstagoon (Shadow),78.9,113.2,127.9,137,1985,COUNTER,CROSS_CHOP,NIGHT_SLASH
servine,Servine,78.9,105.8,140.3,142,2110,VINE_WHIP,GRASS_KNOT,WRAP
centiskorch,Centiskorch,78.8,128.7,99.4,136,1740,EMBER,LUNGE,HEAT_WAVE
druddigon,Druddigon,78.8,131.2,111.2,117,1709,DRAGON_TAIL,NIGHT_SLASH,ROCK_TOMB
glalie_shadow,Glalie (Shadow),78.8,115.2,120.7,140,1948,ROLLOUT,AVALANCHE,SHADOW_BALL
tauros_aqua,Tauros (Aqua),78.8,127.8,120.6,114,1759,DOUBLE_KICK,AQUA_JET,TRAILBLAZE
thundurus_incarnate,Thundurus (Incarnate),78.8,148.1,95.5,107,1514,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK
vaporeon,Vaporeon,78.8,118.4,96.9,165,1894,WATER_GUN,AQUA_TAIL,LAST_RESORT
wailord_shadow,Wailord (Shadow),78.8,118.3,67.4,237,1892,ROLLOUT,SURF,HYPER_BEAM
excadrill,Excadrill,78.7,142.6,78.7,140,1573,MUD_SHOT,DRILL_RUN,ROCK_SLIDE
graveler_alolan,Graveler (Alolan),78.7,121.4,130.9,116,1845,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST
salazzle,Salazzle,78.7,147,91.2,114,1529,INCINERATE,POISON_FANG,DRAGON_PULSE
torterra,Torterra,78.7,119.9,117,133,1867,MUD_SLAP,FRENZY_PLANT,SAND_TOMB
xatu_shadow,Xatu (Shadow),78.7,132.2,107.9,119,1698,PECK,PSYSHOCK,AERIAL_ACE
incineroar,Incineroar,78.6,125.2,109.1,131,1791,FIRE_FANG,BRUTAL_SWING,BLAST_BURN
muk,Muk,78.6,115.8,111.7,148,1916,POISON_JAB,THUNDER_PUNCH,DARK_PULSE
salamence,Salamence,78.6,143.4,93,117,1562,DRAGON_TAIL,FLY,BRUTAL_SWING
ariados,Ariados,78.5,124.2,103.8,140,1806,POISON_STING,LUNGE,TRAILBLAZE
charizard,Charizard,78.5,132.7,108.8,117,1691,EMBER,BLAST_BURN,AIR_CUTTER
graveler_alolan_shadow,Graveler (Alolan) (Shadow),78.5,122.6,129.8,115,1831,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST
obstagoon,Obstagoon,78.5,113.2,127.9,137,1985,COUNTER,NIGHT_SLASH,CROSS_CHOP
machop,Machop,78.4,127.7,81.5,157,1634,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK
scyther_shadow,Scyther (Shadow),78.4,134.8,109.4,113,1668,FURY_CUTTER,NIGHT_SLASH,X_SCISSOR
camerupt,Camerupt,78.3,133.5,100.5,125,1678,INCINERATE,ROCK_TOMB,SCORCHING_SANDS
lopunny,Lopunny,78.3,112,143.6,124,1996,LOW_KICK,TRIPLE_AXEL,FOCUS_BLAST
dipplin,Dipplin,78.2,114.6,128.8,132,1950,DRAGON_TAIL,SEED_BOMB,OUTRAGE
excadrill_shadow,Excadrill (Shadow),78.2,142.6,78.7,140,1573,MUD_SHOT,DRILL_RUN,ROCK_SLIDE
gholdengo,Gholdengo,78.2,134.6,107.8,114,1655,HEX,SHADOW_BALL,POWER_GEM
golett_shadow,Golett (Shadow),78.2,119.3,89.9,141,1513,ASTONISH,SHADOW_PUNCH,BRICK_BREAK
regirock_shadow,Regirock (Shadow),78.2,105.7,178.4,111,2095,LOCK_ON,STONE_EDGE,FOCUS_BLAST
scolipede_shadow,Scolipede (Shadow),78.2,131.7,120.3,107,1698,POISON_STING,AQUA_TAIL,X_SCISSOR
timburr_shadow,Timburr (Shadow),78.2,125.2,85.7,164,1760,LOW_KICK,BRICK_BREAK,ROCK_TOMB
haunter,Haunter,78,161.1,85.5,101,1392,SHADOW_CLAW,SHADOW_PUNCH,ICE_PUNCH
muk_alolan,Muk (Alolan),78,115.8,111.7,148,1916,POISON_JAB,DARK_PULSE,ACID_SPRAY
articuno_shadow,Articuno (Shadow),77.9,115.1,136.9,123,1939,POWDER_SNOW,TRIPLE_AXEL,HURRICANE
bibarel_shadow,Bibarel (Shadow),77.9,122.9,99.2,149,1819,ROLLOUT,SURF,HYPER_FANG
camerupt_shadow,Camerupt (Shadow),77.9,133.5,100.5,125,1678,INCINERATE,ROCK_TOMB,SCORCHING_SANDS
passimian,Passimian,77.9,128.6,99.1,136,1735,COUNTER,BRUTAL_SWING,SUPER_POWER
starmie_shadow,Starmie (Shadow),77.9,133.1,122,104,1690,PSYWAVE,SURF,POWER_GEM
weezing,Weezing,77.9,117.5,140.2,116,1913,ROLLOUT,SLUDGE_BOMB,SHADOW_BALL
galvantula_shadow,Galvantula (Shadow),77.8,138.2,96.4,122,1627,VOLT_SWITCH,DISCHARGE,LUNGE
gengar,Gengar,77.8,154.3,95.4,98,1444,SHADOW_CLAW,SHADOW_PUNCH,SHADOW_BALL
