speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore
cherrim_sunny,Cherrim (Sunshine),78.5,,,,,BULLET_SEED,WEATHER_BALL_FIRE,SOLAR_BEAM,76.9,66.4,73.4,55.6
charizard,Charizard,78.4,,,,,FIRE_SPIN,BLAST_BURN,DRAGON_CLAW,81.3,65.2,75.5,54.5
bibarel_shadow,Bibarel (Shadow),78.3,,,,,WATER_GUN,SURF,HYPER_FANG,74.5,65.2,79.1,58.7
crobat,Crobat,78.3,,,,,AIR_SLASH,POISON_FANG,SHADOW_BALL,81.2,61.9,69.1,64.6
wailmer,Wailmer,78.2,,,,,WATER_GUN,BODY_SLAM,HEAVY_SLAM,77.6,74.4,71.9,68.7
grotle,Grotle,78.1,,,,,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL,77.8,59.3,75.9,78
hypno_shadow,Hypno (Shadow),78.1,,,,,CONFUSION,THUNDER_PUNCH,FIRE_PUNCH,79.9,64,76.5,63.8
piloswine,Piloswine,78.1,,,,,POWDER_SNOW,AVALANCHE,BULLDOZE,74.7,70.8,80.9,48.6
victreebel_shadow,Victreebel (Shadow),78.1,,,,,RAZOR_LEAF,LEAF_BLADE,ACID_SPRAY,82.5,65.4,65.7,73.9
crobat_shadow,Crobat (Shadow),78,,,,,AIR_SLASH,POISON_FANG,SHADOW_BALL,80,62.5,67.5,60.6
graveler_alolan,Graveler (Alolan),78,,,,,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST,82.5,59.2,75.4,62.3
magneton_shadow,Magneton (Shadow),78,,,,,THUNDER_SHOCK,MAGNET_BOMB,DISCHARGE,71.1,49.6,83.9,43.3
gligar_shadow,Gligar (Shadow),77.9,,,,,WING_ATTACK,NIGHT_SLASH,DIG,78.5,76.4,73.9,63.6
bayleef,Bayleef,77.7,,,,,RAZOR_LEAF,GRASS_KNOT,ANCIENT_POWER,75.7,57.5,76.7,79.7
feraligatr,Feraligatr,77.7,,,,,WATER_GUN,HYDRO_CANNON,CRUNCH,72.6,72.8,78.5,58.9
pinsir,Pinsir,77.6,,,,,FURY_CUTTER,CLOSE_COMBAT,X_SCISSOR,77.3,73.7,76.5,52
typhlosion,Typhlosion,77.6,,,,,INCINERATE,BLAST_BURN,SOLAR_BEAM,79.9,50.6,77.8,46.3
wormadam_trash,Wormadam (Trash),77.6,,,,,CONFUSION,IRON_HEAD,BUG_BUZZ,78.1,63.8,80.4,69.1
prinplup,Prinplup,77.5,,,,,BUBBLE,ICY_WIND,HYDRO_PUMP,78.2,65.5,74.5,59.4
electabuzz_shadow,Electabuzz (Shadow),77.4,,,,,THUNDER_SHOCK,THUNDER_PUNCH,THUNDERBOLT,80.5,65.1,76.5,43.3
gallade,Gallade,77.4,,,,,CONFUSION,CLOSE_COMBAT,LEAF_BLADE,76.4,79.1,81.1,52.2
glalie,Glalie,77.4,,,,,ICE_SHARD,AVALANCHE,SHADOW_BALL,75.2,62.3,79,57
relicanth,Relicanth,77.4,,,,,WATER_GUN,AQUA_TAIL,ANCIENT_POWER,76,69.4,74.5,73.3
bonsly,Bonsly,77.3,,,,,COUNTER,ROCK_SLIDE,EARTHQUAKE,73.3,64.5,76.2,60
grovyle,Grovyle,77.3,,,,,BULLET_SEED,LEAF_BLADE,AERIAL_ACE,75.7,59.8,71.9,48.6
nidorina,Nidorina,77.3,,,,,POISON_STING,POISON_FANG,RETURN,76.9,56.3,74.4,70.4
honchkrow_shadow,Honchkrow (Shadow),77.2,,,,,SNARL,BRAVE_BIRD,SKY_ATTACK,71.4,57,81.8,32.5
venomoth_shadow,Venomoth (Shadow),77.2,,,,,INFESTATION,POISON_FANG,BUG_BUZZ,82.4,57.7,67.8,53.6
vespiquen,Vespiquen,77.2,,,,,FURY_CUTTER,X_SCISSOR,POWER_GEM,77.3,67.6,71.9,64.6
emolga,Emolga,77.1,,,,,THUNDER_SHOCK,DISCHARGE,AERIAL_ACE,72.3,69.1,77.8,54.9
magmar_shadow,Magmar (Shadow),77.1,,,,,KARATE_CHOP,FIRE_PUNCH,FLAMETHROWER,76.4,71.4,79.3,39.3
tirtouga,Tirtouga,77.1,,,,,WATER_GUN,SURF,BODY_SLAM,77.5,69.6,73.6,64.4
magnemite_shadow,Magnemite (Shadow),77,,,,,THUNDER_SHOCK,MAGNET_BOMB,DISCHARGE,69.1,46.9,84.4,41
vileplume_shadow,Vileplume (Shadow),77,,,,,RAZOR_LEAF,SLUDGE_BOMB,MOONBLAST,81.5,63.4,62.4,75.4
wailord,Wailord,77,,,,,WATER_GUN,SURF,BLIZZARD,75.1,66.6,76.2,63
magneton,Magneton,76.8,,,,,THUNDER_SHOCK,DISCHARGE,MAGNET_BOMB,72.1,55.8,78.8,50.3
scolipede,Scolipede,76.8,,,,,POISON_JAB,X_SCISSOR,SLUDGE_BOMB,79.7,59,70,57
latios,Latios,76.6,,,,,DRAGON_BREATH,DRAGON_CLAW,PSYCHIC,71.5,70.9,75.4,57.5
nidorino_shadow,Nidorino (Shadow),76.6,,,,,POISON_JAB,SLUDGE_BOMB,HORN_ATTACK,77.8,60.1,73.2,54.5
shelgon,Shelgon,76.5,,,,,DRAGON_BREATH,FLAMETHROWER,TWISTER,73,59.6,78.5,62.3
venomoth,Venomoth,76.5,,,,,INFESTATION,POISON_FANG,BUG_BUZZ,79,56.9,68,57.2
carnivine,Carnivine,76.4,,,,,VINE_WHIP,POWER_WHIP,CRUNCH,74.7,59.6,75.5,55.3
leavanny,Leavanny,76.4,,,,,RAZOR_LEAF,LEAF_BLADE,X_SCISSOR,77.2,54.2,70.8,75.4
scizor_shadow,Scizor (Shadow),76.4,,,,,BULLET_PUNCH,NIGHT_SLASH,IRON_HEAD,78.7,66.4,71.6,53.6
ariados,Ariados,76.3,,,,,POISON_STING,CROSS_POISON,LUNGE,77.6,67.5,70.1,57.5
eelektross,Eelektross,76.3,,,,,SPARK,DRAGON_CLAW,THUNDERBOLT,81.3,66.9,74.2,49
linoone_galarian,Linoone (Galarian),76.3,,,,,SNARL,BODY_SLAM,GUNK_SHOT,76,58.1,71.1,59.4
rapidash_galarian,Rapidash (Galarian),76.3,,,,,PSYCHO_CUT,BODY_SLAM,PLAY_ROUGH,78.4,73.8,68.3,53
torterra_shadow,Torterra (Shadow),76.3,,,,,RAZOR_LEAF,FRENZY_PLANT,STONE_EDGE,80.6,60.5,63.4,73.1
ampharos,Ampharos,76.2,,,,,VOLT_SWITCH,THUNDER_PUNCH,FOCUS_BLAST,78.2,59.6,77.7,54.7
piloswine_shadow,Piloswine (Shadow),76.2,,,,,POWDER_SNOW,AVALANCHE,BULLDOZE,68.6,67,79.8,40.8
electrode,Electrode,76.1,,,,,VOLT_SWITCH,FOUL_PLAY,THUNDERBOLT,77,71.1,77.2,55.8
ho_oh,Ho-Oh,76.1,,,,,INCINERATE,BRAVE_BIRD,EARTHQUAKE,74.7,46.9,84,52.4
mawile,Mawile,76.1,,,,,FIRE_FANG,POWER_UP_PUNCH,PLAY_ROUGH,76,61.7,73.9,76.9
palpitoad,Palpitoad,76,,,,,MUD_SHOT,EARTH_POWER,SLUDGE_WAVE,69.7,60.1,80.1,57.9
seismitoad,Seismitoad,76,,,,,MUD_SHOT,EARTH_POWER,SLUDGE_BOMB,72.6,65.7,78.6,57.7
magmortar_shadow,Magmortar (Shadow),75.9,,,,,KARATE_CHOP,FIRE_PUNCH,THUNDERBOLT,75.1,70.9,80.1,36.7
minun,Minun,75.9,,,,,SPARK,THUNDERBOLT,GRASS_KNOT,71.1,66,80.8,56
ampharos_shadow,Ampharos (Shadow),75.8,,,,,VOLT_SWITCH,THUNDER_PUNCH,FOCUS_BLAST,80,58,75.9,49.2
wobbuffet_shadow,Wobbuffet (Shadow),75.7,,,,,COUNTER,MIRROR_COAT,FRUSTRATION,73.6,61.9,72.1,75.8
crustle,Crustle,75.6,,,,,FURY_CUTTER,ROCK_SLIDE,X_SCISSOR,72.9,72.2,74.2,53.9
machop,Machop,75.6,,,,,KARATE_CHOP,CROSS_CHOP,RETURN,72.4,66.1,72.1,58.3
magnemite,Magnemite,75.6,,,,,THUNDER_SHOCK,MAGNET_BOMB,DISCHARGE,70,56.7,78.8,46
delcatty,Delcatty,75.5,,,,,CHARM,WILD_CHARGE,DISARMING_VOICE,72.6,61.4,75.9,73.3
lileep,Lileep,75.5,,,,,BULLET_SEED,GRASS_KNOT,ANCIENT_POWER,75.4,70.8,78.1,63.8
tentacruel,Tentacruel,75.5,,,,,POISON_JAB,ACID_SPRAY,HYDRO_PUMP,75,52.8,79.8,72
vileplume,Vileplume,75.5,,,,,RAZOR_LEAF,SLUDGE_BOMB,PETAL_BLIZZARD,78.4,58,63.2,76.3
victini,Victini,75.4,,,,,CONFUSION,V_CREATE,PSYCHIC,74.1,66.1,75.7,61.7
fraxure,Fraxure,75.3,,,,,DRAGON_TAIL,DRAGON_CLAW,NIGHT_SLASH,74.4,67.2,73.2,51.1
spiritomb,Spiritomb,75.3,,,,,SUCKER_PUNCH,SHADOW_BALL,OMINOUS_WIND,70.3,67.2,81.4,54.5
mantyke,Mantyke,75.2,,,,,BUBBLE,AERIAL_ACE,ICE_BEAM,73.5,60.7,75,62.1
gurdurr,Gurdurr,75.1,,,,,POISON_JAB,BRICK_BREAK,STONE_EDGE,73.8,75.5,72.9,52.8
mawile_shadow,Mawile (Shadow),75.1,,,,,FIRE_FANG,POWER_UP_PUNCH,PLAY_ROUGH,77.8,65.4,67.3,69.9
carracosta,Carracosta,75,,,,,WATER_GUN,SURF,BODY_SLAM,74.7,65.4,71.9,60.2
dugtrio,Dugtrio,75,,,,,MUD_SHOT,MUD_BOMB,STONE_EDGE,73.9,69.6,70.6,40.3
conkeldurr,Conkeldurr,74.9,,,,,COUNTER,DYNAMIC_PUNCH,STONE_EDGE,66.5,50.6,78.1,58.9
genesect,Genesect,74.9,,,,,FURY_CUTTER,X_SCISSOR,MAGNET_BOMB,74.5,61,71.1,54.1
klang,Klang,74.9,,,,,THUNDER_SHOCK,THUNDERBOLT,VICE_GRIP,75.4,56.9,71.4,73.3
swalot,Swalot,74.9,,,,,INFESTATION,SLUDGE_BOMB,ICE_BEAM,72,57.5,77,61.5
bouffalant,Bouffalant,74.8,,,,,MUD_SHOT,STOMP,EARTHQUAKE,70.3,69.7,73.9,58.5
golduck,Golduck,74.8,,,,,WATER_GUN,CROSS_CHOP,ICE_BEAM,72,68.4,72.6,59.6
scizor,Scizor,74.8,,,,,BULLET_PUNCH,X_SCISSOR,IRON_HEAD,75.7,62.5,70.1,58.1
krookodile,Krookodile,74.7,,,,,SNARL,CRUNCH,EARTHQUAKE,71.7,54,74.9,42.4
chinchou,Chinchou,74.6,,,,,SPARK,THUNDERBOLT,BUBBLE_BEAM,74.8,60.8,69,75.8
gloom,Gloom,74.5,,,,,RAZOR_LEAF,SLUDGE_BOMB,MOONBLAST,75.8,58.3,65.9,75.4
raticate_alolan,Raticate (Alolan),74.5,,,,,QUICK_ATTACK,CRUNCH,HYPER_FANG,72.7,58.3,75.2,61.7
victreebel,Victreebel,74.5,,,,,RAZOR_LEAF,LEAF_BLADE,ACID_SPRAY,78.1,60.5,67.8,71.2
poliwhirl_shadow,Poliwhirl (Shadow),74.4,,,,,MUD_SHOT,MUD_BOMB,SCALD,73.8,63.4,71.8,54.3
haxorus,Haxorus,74.3,,,,,COUNTER,DRAGON_CLAW,NIGHT_SLASH,76.3,63.7,68.8,46.9
ledian,Ledian,74.3,,,,,BUG_BITE,AERIAL_ACE,BUG_BUZZ,72.6,58.1,73.6,67.4
luxio,Luxio,74.3,,,,,SPARK,WILD_CHARGE,CRUNCH,71.1,58.1,74.7,37.4
poliwhirl,Poliwhirl,74.3,,,,,MUD_SHOT,MUD_BOMB,SCALD,73.9,61.6,71.9,62.5
farfetchd,Farfetch'd,74.2,,,,,FURY_CUTTER,LEAF_BLADE,AERIAL_ACE,72.3,70,71.9,53.6
golduck_shadow,Golduck (Shadow),74.2,,,,,WATER_GUN,CROSS_CHOP,ICE_BEAM,71.1,69.4,67.5,53.6
nidorino,Nidorino,74.2,,,,,POISON_JAB,SLUDGE_BOMB,HORN_ATTACK,76.6,57.5,70.1,61.7
uxie,Uxie,74.1,,,,,CONFUSION,FUTURE_SIGHT,THUNDER,68.6,54.6,84,63
croconaw,Croconaw,74,,,,,WATER_GUN,ICE_PUNCH,CRUNCH,73.5,67.2,71.1,61.3
luxray,Luxray,73.9,,,,,SPARK,WILD_CHARGE,CRUNCH,68.7,57.4,78.3,35
ursaring,Ursaring,73.9,,,,,SHADOW_CLAW,CLOSE_COMBAT,PLAY_ROUGH,67.1,59.2,77.8,39.5
electabuzz,Electabuzz,73.7,,,,,THUNDER_SHOCK,THUNDER_PUNCH,RETURN,72.7,61.4,71.8,46.9
tangela,Tangela,73.7,,,,,VINE_WHIP,GRASS_KNOT,SLUDGE_BOMB,68.4,55.1,75,53.9
omastar_shadow,Omastar (Shadow),73.6,,,,,MUD_SHOT,ROCK_SLIDE,ROCK_BLAST,72.3,63.2,71.6,43.5
kingdra,Kingdra,73.5,,,,,DRAGON_BREATH,OUTRAGE,OCTAZOOKA,70.2,63.5,77.3,64.2
ursaring_shadow,Ursaring (Shadow),73.5,,,,,SHADOW_CLAW,CLOSE_COMBAT,PLAY_ROUGH,62.7,51.9,80.9,39.5
banette,Banette,73.3,,,,,SHADOW_CLAW,SHADOW_BALL,THUNDER,60.8,57.5,82.4,43.1
corsola,Corsola,73.3,,,,,BUBBLE,ROCK_BLAST,BUBBLE_BEAM,72.6,61.6,63.2,69.5
cloyster,Cloyster,73.2,,,,,ICE_SHARD,ICY_WIND,HYDRO_PUMP,72.3,65.1,65.9,57.7
dewott,Dewott,73.2,,,,,FURY_CUTTER,AQUA_TAIL,X_SCISSOR,69.4,69.4,68,54.5
durant,Durant,73.2,,,,,BUG_BITE,X_SCISSOR,STONE_EDGE,70.6,57,70.6,53.4
ho_oh_shadow,Ho-Oh (Shadow),73.2,,,,,INCINERATE,BRAVE_BIRD,EARTHQUAKE,72.7,46.5,79.3,47.9
klinklang,Klinklang,73.2,,,,,THUNDER_SHOCK,MIRROR_SHOT,ZAP_CANNON,73,62,69.3,57.5
oddish_shadow,Oddish (Shadow),73.2,,,,,RAZOR_LEAF,SEED_BOMB,SLUDGE_BOMB,77.6,56.7,60.4,69.7
scraggy,Scraggy,73.2,,,,,FEINT_ATTACK,FOUL_PLAY,BRICK_BREAK,73.5,65.4,69.5,60.2
simisage,Simisage,73.2,,,,,VINE_WHIP,GRASS_KNOT,CRUNCH,70.8,58.6,72.2,46.9
lileep_shadow,Lileep (Shadow),73.1,,,,,INFESTATION,GRASS_KNOT,ANCIENT_POWER,70.9,57,76.7,51.5
crawdaunt,Crawdaunt,73,,,,,SNARL,NIGHT_SLASH,CRABHAMMER,71.7,51,74,39.5
marowak_shadow,Marowak (Shadow),72.8,,,,,MUD_SLAP,BONE_CLUB,EARTHQUAKE,74.7,57.4,68.5,67
mewtwo_shadow,Mewtwo (Shadow),72.8,,,,,PSYCHO_CUT,PSYSTRIKE,THUNDERBOLT,65.1,56.6,84.9,22.4
nuzleaf_shadow,Nuzleaf (Shadow),72.8,,,,,FEINT_ATTACK,LEAF_BLADE,FOUL_PLAY,67.4,52.2,71.9,48.4
rufflet,Rufflet,72.8,,,,,WING_ATTACK,BRAVE_BIRD,AERIAL_ACE,67.1,56.6,78.8,47.9
sliggoo,Sliggoo,72.8,,,,,WATER_GUN,MUDDY_WATER,DRAGON_PULSE,72.1,66.9,71.1,58.3
infernape,Infernape,72.7,,,,,FIRE_SPIN,CLOSE_COMBAT,BLAST_BURN,62.9,47.7,80.6,45.2
mamoswine_shadow,Mamoswine (Shadow),72.7,,,,,POWDER_SNOW,AVALANCHE,BULLDOZE,64.4,47.1,78.5,36.1
slowbro_galarian,Slowbro (Galarian),72.7,,,,,POISON_JAB,SLUDGE_BOMB,FOCUS_BLAST,69.9,51.9,75,50.1
geodude_alolan,Geodude (Alolan),72.6,,,,,VOLT_SWITCH,ROCK_SLIDE,THUNDERBOLT,72,53.6,72.7,52.2
torterra,Torterra,72.6,,,,,RAZOR_LEAF,FRENZY_PLANT,STONE_EDGE,73.5,55.2,65.7,72
turtwig_shadow,Turtwig (Shadow),72.6,,,,,RAZOR_LEAF,BODY_SLAM,SEED_BOMB,75,57.5,63.2,68.9
exeggutor_alolan,Exeggutor (Alolan),72.5,,,,,DRAGON_TAIL,SEED_BOMB,DRAGON_PULSE,71.4,61.6,68.6,58.5
pawniard,Pawniard,72.5,,,,,FURY_CUTTER,NIGHT_SLASH,X_SCISSOR,66.8,57.5,69.3,55.6
wartortle,Wartortle,72.5,,,,,WATER_GUN,ICE_BEAM,HYDRO_PUMP,61.9,54.5,82.9,62.5
manectric_shadow,Manectric (Shadow),72.4,,,,,SNARL,WILD_CHARGE,FLAME_BURST,64.5,49.6,81.6,25.5
marowak,Marowak,72.4,,,,,MUD_SLAP,BONE_CLUB,EARTHQUAKE,73.5,55.1,71.4,68.7
porygon2_shadow,Porygon2 (Shadow),72.4,,,,,LOCK_ON,TRI_ATTACK,ZAP_CANNON,68.8,50.4,74.7,30.2
manectric,Manectric,72.3,,,,,SNARL,WILD_CHARGE,FLAME_BURST,68,59.3,78.8,28.7
magmortar,Magmortar,72.2,,,,,KARATE_CHOP,FIRE_PUNCH,THUNDERBOLT,72.3,69.3,71.4,40.5
tangela_shadow,Tangela (Shadow),72.2,,,,,VINE_WHIP,GRASS_KNOT,SLUDGE_BOMB,66.3,51,72.9,42.4
charmeleon_shadow,Charmeleon (Shadow),72,,,,,EMBER,FIRE_PUNCH,FLAMETHROWER,68.4,55.2,71.9,57.7
machop_shadow,Machop (Shadow),72,,,,,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,73.9,53.9,65,50.3
mamoswine,Mamoswine,72,,,,,POWDER_SNOW,AVALANCHE,BULLDOZE,65.4,57.8,76.8,36.5
bisharp,Bisharp,71.9,,,,,SNARL,DARK_PULSE,X_SCISSOR,72.1,44.7,70.8,52.8
cloyster_shadow,Cloyster (Shadow),71.9,,,,,ICE_SHARD,ICY_WIND,HYDRO_PUMP,71.1,60.8,63.9,53.2
moltres,Moltres,71.9,,,,,FIRE_SPIN,SKY_ATTACK,OVERHEAT,69.9,50.9,69.6,46.7
nuzleaf,Nuzleaf,71.9,,,,,FEINT_ATTACK,LEAF_BLADE,FOUL_PLAY,67.1,53.9,70.6,52.2
swellow,Swellow,71.9,,,,,WING_ATTACK,BRAVE_BIRD,SKY_ATTACK,62.9,55.2,77.8,41.4
greninja,Greninja,71.8,,,,,BUBBLE,NIGHT_SLASH,SURF,71.8,62.5,67.8,44.3
porygon2,Porygon2,71.8,,,,,LOCK_ON,TRI_ATTACK,ZAP_CANNON,67.2,63.4,73.7,41.2
houndoom_shadow,Houndoom (Shadow),71.7,,,,,SNARL,CRUNCH,FLAMETHROWER,69.3,44.2,69.3,35
kingler,Kingler,71.7,,,,,MUD_SHOT,CRABHAMMER,X_SCISSOR,72.1,73.4,69.5,33.8
banette_shadow,Banette (Shadow),71.6,,,,,SHADOW_CLAW,SHADOW_BALL,THUNDER,61.4,52.4,78.8,44.6
graveler,Graveler,71.6,,,,,MUD_SHOT,ROCK_SLIDE,ROCK_BLAST,70.2,56.7,69,51.7
aggron_shadow,Aggron (Shadow),71.5,,,,,SMACK_DOWN,STONE_EDGE,HEAVY_SLAM,70.3,44.8,68.8,70.8
rayquaza,Rayquaza,71.5,,,,,DRAGON_TAIL,OUTRAGE,AERIAL_ACE,69.6,51.9,68.5,54.5
fletchinder,Fletchinder,71.4,,,,,EMBER,FLAME_CHARGE,AERIAL_ACE,69.9,55.5,70,59.8
growlithe_shadow,Growlithe (Shadow),71.4,,,,,EMBER,BODY_SLAM,FLAMETHROWER,70.8,58.3,63.4,52.2
moltres_shadow,Moltres (Shadow),71.4,,,,,FIRE_SPIN,SKY_ATTACK,OVERHEAT,68.7,50.7,67,47.1
alakazam,Alakazam,71.3,,,,,COUNTER,FIRE_PUNCH,SHADOW_BALL,65.7,57.5,70.8,43.7
latias,Latias,71.3,,,,,DRAGON_BREATH,OUTRAGE,PSYCHIC,69.6,54.6,73.4,59.8
dunsparce,Dunsparce,71.2,,,,,BITE,DRILL_RUN,ROCK_SLIDE,63.3,51.3,78.1,64.6
litleo,Litleo,71.1,,,,,EMBER,FLAME_CHARGE,CRUNCH,68,51.8,70.4,59.6
garchomp,Garchomp,71,,,,,DRAGON_TAIL,SAND_TOMB,OUTRAGE,75.8,65.1,63.6,59.4
lombre,Lombre,71,,,,,BUBBLE,GRASS_KNOT,ICE_BEAM,63.6,45.7,75.4,52.2
torkoal,Torkoal,71,,,,,FIRE_SPIN,OVERHEAT,EARTHQUAKE,63.5,44.8,82.2,56
kingdra_shadow,Kingdra (Shadow),70.9,,,,,DRAGON_BREATH,OUTRAGE,OCTAZOOKA,70.9,60.1,70.6,63
alakazam_shadow,Alakazam (Shadow),70.8,,,,,COUNTER,FIRE_PUNCH,SHADOW_BALL,64.8,53.7,72.7,47.7
staraptor,Staraptor,70.8,,,,,WING_ATTACK,BRAVE_BIRD,CLOSE_COMBAT,60.2,43.9,78,40.8
aggron,Aggron,70.7,,,,,SMACK_DOWN,STONE_EDGE,HEAVY_SLAM,69.6,43.3,70,68
arcanine_shadow,Arcanine (Shadow),70.7,,,,,SNARL,WILD_CHARGE,FLAMETHROWER,63.9,51.2,73.2,26
huntail,Huntail,70.7,,,,,WATER_GUN,AQUA_TAIL,CRUNCH,68.8,66.9,67.7,50.7
hydreigon,Hydreigon,70.7,,,,,DRAGON_BREATH,DARK_PULSE,DRAGON_PULSE,69.6,51.6,70.1,59.6
lairon_shadow,Lairon (Shadow),70.6,,,,,METAL_CLAW,ROCK_SLIDE,BODY_SLAM,65.7,43.8,70.6,59.6
rotom_wash,Rotom (Wash),70.6,,,,,THUNDER_SHOCK,THUNDERBOLT,HYDRO_PUMP,60.2,50.3,74.9,41
amoonguss,Amoonguss,70.5,,,,,FEINT_ATTACK,GRASS_KNOT,SLUDGE_BOMB,64.2,53,76.3,49.8
charmeleon,Charmeleon,70.4,,,,,EMBER,FIRE_PUNCH,RETURN,68.6,58.1,68.1,56
golurk,Golurk,70.4,,,,,MUD_SLAP,SHADOW_PUNCH,EARTH_POWER,73,55.2,64,58.7
slowpoke_galarian,Slowpoke (Galarian),70.4,,,,,CONFUSION,SURF,PSYSHOCK,69.7,56.6,69.8,57.5
tranquill,Tranquill,70.4,,,,,AIR_SLASH,SKY_ATTACK,AERIAL_ACE,66.8,49,70.6,51.7
chandelure,Chandelure,70.3,,,,,INCINERATE,SHADOW_BALL,FLAME_CHARGE,69.3,41.9,69.5,45.8
darmanitan_standard,Darmanitan (Standard),70.3,,,,,INCINERATE,ROCK_SLIDE,OVERHEAT,71.2,44.4,66,40.3
eelektrik,Eelektrik,70.3,,,,,SPARK,DISCHARGE,CRUNCH,66.3,62.5,70.3,46.5
mightyena,Mightyena,70.3,,,,,THUNDER_FANG,CRUNCH,POISON_FANG,70,56.3,67.2,63
mightyena_shadow,Mightyena (Shadow),70.3,,,,,THUNDER_FANG,CRUNCH,POISON_FANG,70.9,56,63.9,60
mismagius,Mismagius,70.3,,,,,HEX,SHADOW_BALL,DARK_PULSE,64.4,48.3,71.6,37.6
omastar,Omastar,70.3,,,,,MUD_SHOT,ROCK_SLIDE,ROCK_BLAST,68.3,56.7,67.8,49.8
beartic,Beartic,70.2,,,,,POWDER_SNOW,ICE_PUNCH,SURF,67.2,63.1,69.5,40.3
omanyte_shadow,Omanyte (Shadow),70.2,,,,,MUD_SHOT,ROCK_BLAST,BRINE,67.1,57.7,67.8,38.2
cryogonal,Cryogonal,70.1,,,,,ICE_SHARD,NIGHT_SLASH,AURORA_BEAM,69.9,64.3,67,56.8
turtwig,Turtwig,70.1,,,,,RAZOR_LEAF,BODY_SLAM,SEED_BOMB,70.6,51.6,64.2,67.8
vibrava_shadow,Vibrava (Shadow),70.1,,,,,DRAGON_BREATH,SAND_TOMB,BUG_BUZZ,71.1,67.8,60.6,58.9
simipour,Simipour,70,,,,,WATER_GUN,SURF,CRUNCH,63.9,62.9,69.3,48.6
weavile_shadow,Weavile (Shadow),70,,,,,SNARL,AVALANCHE,FOUL_PLAY,64.5,38.3,72.2,31.5
claydol,Claydol,69.9,,,,,CONFUSION,EARTH_POWER,SHADOW_BALL,65.4,49.2,75.9,60.4
plusle,Plusle,69.9,,,,,SPARK,THUNDERBOLT,GRASS_KNOT,64.2,54.8,74.4,39.1
purugly,Purugly,69.9,,,,,SHADOW_CLAW,THUNDER,AERIAL_ACE,66.5,63.5,69.8,46.3
sharpedo_shadow,Sharpedo (Shadow),69.9,,,,,WATERFALL,CRUNCH,POISON_FANG,74.7,55.4,58,61.5
spinda,Spinda,69.9,,,,,PSYCHO_CUT,ICY_WIND,ROCK_TOMB,68.3,65.8,63.7,55.1
oddish,Oddish,69.8,,,,,RAZOR_LEAF,SEED_BOMB,SLUDGE_BOMB,70.2,54.3,64.2,68.7
scyther_shadow,Scyther (Shadow),69.8,,,,,FURY_CUTTER,NIGHT_SLASH,X_SCISSOR,66.2,60.5,64.7,44.3
shelgon_shadow,Shelgon (Shadow),69.8,,,,,DRAGON_BREATH,FLAMETHROWER,DRAGON_PULSE,69.4,53.3,69,62.3
sunflora,Sunflora,69.8,,,,,BULLET_SEED,LEAF_STORM,SLUDGE_BOMB,65.3,45,71.3,44.1
dwebble,Dwebble,69.6,,,,,SMACK_DOWN,X_SCISSOR,ROCK_BLAST,70.9,53.1,64.4,56
darumaka,Darumaka,69.5,,,,,FIRE_FANG,FIRE_PUNCH,FLAME_CHARGE,68.3,53.1,67.5,60.8
growlithe,Growlithe,69.5,,,,,EMBER,BODY_SLAM,FLAMETHROWER,68.8,58.6,63.1,52
togetic,Togetic,69.5,,,,,HIDDEN_POWER_FLYING,AERIAL_ACE,DAZZLING_GLEAM,66.9,47.8,73.2,59.8
weepinbell_shadow,Weepinbell (Shadow),69.5,,,,,BULLET_SEED,POWER_WHIP,SEED_BOMB,69,52.1,70.3,32.5
slowpoke,Slowpoke,69.4,,,,,CONFUSION,PSYSHOCK,WATER_PULSE,70.5,53,67.2,58.7
staraptor_shadow,Staraptor (Shadow),69.4,,,,,WING_ATTACK,BRAVE_BIRD,CLOSE_COMBAT,56.9,47.4,73.4,42.4
weepinbell,Weepinbell,69.4,,,,,BULLET_SEED,POWER_WHIP,SEED_BOMB,64.4,58,70.4,42.4
jolteon,Jolteon,69.3,,,,,VOLT_SWITCH,DISCHARGE,LAST_RESORT,68.3,55.5,70.4,42.2
dustox,Dustox,69.2,,,,,CONFUSION,SLUDGE_BOMB,BUG_BUZZ,66.3,46,73.1,58.3
magmar,Magmar,69.1,,,,,KARATE_CHOP,FIRE_PUNCH,RETURN,66.6,65.8,67.7,44.3
swadloon,Swadloon,69.1,,,,,BUG_BITE,ENERGY_BALL,BUG_BUZZ,64.1,46.2,73.2,55.8
breloom,Breloom,69,,,,,COUNTER,DYNAMIC_PUNCH,GRASS_KNOT,63.3,43.9,64.9,57.5
celebi,Celebi,69,,,,,CONFUSION,SEED_BOMB,PSYCHIC,71.2,54.9,64.5,58.9
hippowdon,Hippowdon,69,,,,,THUNDER_FANG,WEATHER_BALL_ROCK,BODY_SLAM,69,53.7,65.9,54.9
houndoom,Houndoom,69,,,,,SNARL,CRUNCH,FLAMETHROWER,66.8,42.4,66.3,36.7
lairon,Lairon,69,,,,,METAL_CLAW,ROCK_SLIDE,BODY_SLAM,67.7,44.4,68.6,58.1
