speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
cradily,Cradily,98.9,105.2,140.3,144,2126,ACID,ROCK_TOMB,GRASS_KNOT,100,100,97.8,91,qwilfish_shadow:715;zapdos_shadow:711;toxtricity:625;kingdra_shadow:607;kingdra:600,empoleon_shadow:102;dewott_shadow:208;golisopod:226;palkia_shadow:305;blaziken_shadow:306
bellibolt,Bellibolt,85.1,115,110.1,154,1953,THUNDER_SHOCK,ZAP_CANNON,PARABOLIC_CHARGE,86.4,71.7,83.8,62.3,emolga:724;zapdos_shadow:698;qwilfish_shadow:675;blaziken_shadow:646;toxtricity:633,charizard_mega_x:117;roserade:128;trevenant_shadow:141;rillaboom:244;cradily:309
pumpkaboo_large,Pumpkaboo (Large),85.1,113.4,115.1,133,1737,ASTONISH,GRASS_KNOT,FOUL_PLAY,81.3,61.8,80.7,72.8,togedemaru:815;rillaboom:620;raikou_shadow:616;kingdra_shadow:560;kingdra:556,samurott_hisuian:162;gyarados_mega:177;abomasnow:178;turtonator:190;ninetales_shadow:202
barbaracle,Barbaracle,85,120.9,133,115,1851,FURY_CUTTER,CROSS_CHOP,STONE_EDGE,82.8,84.5,76.3,57,abomasnow_shadow:839;turtonator:756;pelipper:660;qwilfish:647;qwilfish_shadow:630,jumpluff:133;jumpluff_shadow:133;ninetales_shadow:146;blaziken_shadow:155;toxtricity:288
dhelmise,Dhelmise,85,139.7,109.3,105,1605,SHADOW_CLAW,POWER_WHIP,BRUTAL_SWING,84.7,75.9,77.4,59.4,zapdos_shadow:866;victreebel_mega:666;charizard_mega_x:652;qwilfish_shadow:619;kingdra_shadow:542,ninetales:162;mantine:169;ninetales_shadow:194;pelipper:239;cramorant:242
sealeo_shadow,Sealeo (Shadow),85,108.9,112.8,168,2065,POWDER_SNOW,SURF,BODY_SLAM,81.3,93.5,78.2,56.5,jumpluff_shadow:877;emolga:788;charizard_mega_x:758;jumpluff:583;kingdra_shadow:568,ninetales_shadow:146;togedemaru:154;blaziken:193;blaziken_shadow:231;toxtricity:300
chesnaught,Chesnaught,84.9,119.3,126.9,124,1879,LOW_KICK,FRENZY_PLANT,SUPER_POWER,79,59.6,87.8,67.9,togedemaru:818;cradily:729;morpeko_full_belly:677;kingdra:576;kingdra_shadow:548,cramorant:123;ninetales_shadow:162;qwilfish_shadow:166;toxtricity:173;zapdos_shadow:205
abomasnow_mega,Abomasnow (Mega),84.7,130.9,110,118,1700,POWDER_SNOW,WEATHER_BALL_ICE,ENERGY_BALL,83.5,51.1,83.2,71.1,emolga:881;jumpluff:881;charizard_mega_x:766;morpeko_full_belly:716;victreebel_mega:572,ninetales:99;ninetales_shadow:130;samurott_hisuian:140;blaziken_shadow:205;toxtricity:271
reshiram_shadow,Reshiram (Shadow),84.7,138.4,108.9,107,1614,DRAGON_BREATH,FUSION_FLARE,DRACO_METEOR,77.7,79,79.1,54.1,araquanid:799;ninetales:780;ninetales_shadow:761;jumpluff:719;jumpluff_shadow:640,togedemaru:229;abomasnow:255;cramorant:333;toxtricity:385;zapdos_shadow:424
blaziken,Blaziken,84.6,143.9,90.8,119,1556,EMBER,AURA_SPHERE,BLAST_BURN,87,79.2,86.5,45.8,dewott_shadow:844;samurott_hisuian:844;togedemaru:773;zapdos_shadow:768;victreebel_mega:659,quagsire_shadow:77;qwilfish:101;qwilfish_shadow:134;morpeko_full_belly:173;toxtricity:194
delphox_mega,Delphox (Mega),84.6,152.2,112.8,86,1477,SCRATCH,BLAST_BURN,PSYSHOCK,83.8,86.1,87.5,35.1,jumpluff:709;charizard_mega_x:645;ninetales_shadow:627;roserade:604;victreebel_mega:593,togedemaru:154;emolga:220;kingdra_shadow:233;kingdra:233;toxtricity:309
sceptile_shadow,Sceptile (Shadow),84.6,135.6,109.3,111,1646,FURY_CUTTER,LEAF_BLADE,BREAKING_SWIPE,83.6,64.8,82.8,54.8,rillaboom:752;gyarados_mega:752;kingdra_shadow:671;kingdra:671;samurott_hisuian:590,ninetales_shadow:130;ninetales:130;blaziken_shadow:138;qwilfish_shadow:199;zapdos_shadow:245
starmie_mega,Starmie (Mega),84.6,144.8,124.1,86,1547,PSYWAVE,ICE_BEAM,POWER_GEM,78.6,72,77.6,44.4,blaziken_shadow:872;turtonator:784;victreebel_mega:715;lileep:715;charizard_mega_x:645,samurott_hisuian:140;togedemaru:154;morpeko_full_belly:156;kingdra:233;kingdra_shadow:309
tropius,Tropius,84.6,101.4,128,170,2208,AIR_SLASH,LEAF_BLADE,BRUTAL_SWING,79.4,63.3,81.9,83.9,palkia_shadow:714;dewott_shadow:647;gyarados_mega:623;samurott_hisuian:602;roserade:597,toxtricity:131;emolga:144;turtonator:181;zapdos_shadow:191;cradily:277
decidueye_hisuian,Decidueye (Hisuian),84.4,126.9,109.4,127,1765,PSYCHO_CUT,ENERGY_BALL,AURA_SPHERE,82.1,74.2,83.3,65.5,togedemaru:818;morpeko_full_belly:673;gyarados_mega:653;abomasnow_shadow:641;samurott_hisuian:594,ninetales_shadow:99;ninetales:99;cramorant:111;zapdos_shadow:165;toxtricity:233
raichu_alolan,Raichu (Alolan),84.3,135.4,109.9,111,1653,VOLT_SWITCH,VOLT_TACKLE,PSYSHOCK,85.2,85.8,79.7,52.1,emolga:729;charizard_mega_x:725;cramorant:675;zapdos_shadow:626;kingdra:558,rillaboom:143;abomasnow_shadow:143;victreebel_mega:191;toxtricity:216;kingdra_shadow:241
tentacruel_shadow,Tentacruel (Shadow),84.3,108.9,143.5,131,2047,ACID,SCALD,PAYBACK,79.1,61.6,85.8,66.5,jumpluff:702;dewott_shadow:675;blaziken_shadow:641;ninetales_shadow:629;cradily:541,magnezone:102;togedemaru:116;toxtricity:216;emolga:268;zapdos_shadow:325
starmie,Starmie,84.1,133.1,122,104,1690,PSYWAVE,AQUA_JET,POWER_GEM,79.4,78,75.4,51.6,blaziken_shadow:879;blaziken_mega:879;qwilfish:682;roserade:682;pelipper:639,jumpluff:133;samurott_hisuian:155;morpeko_full_belly:156;ninetales_shadow:218;kingdra_shadow:258
chesnaught_shadow,Chesnaught (Shadow),84,119.3,126.9,124,1879,LOW_KICK,FRENZY_PLANT,SUPER_POWER,74.1,55.9,87.9,61.8,lileep:729;cradily:685;rillaboom:592;turtonator:560;kingdra:548,emolga:180;toxtricity:194;zapdos_shadow:205;ninetales_shadow:214;kingdra_shadow:271
gourgeist_average,Gourgeist (Average),84,115.9,145,115,1934,INCINERATE,SHADOW_BALL,SEED_BOMB,80.4,64.6,82.8,79.1,rillaboom:773;togedemaru:713;morpeko_full_belly:591;cradily:586;toxtricity:526,turtonator:75;ninetales_shadow:111;qwilfish:113;charizard_mega_x:127;qwilfish_shadow:138
gourgeist_large,Gourgeist (Large),84,115.9,137.2,122,1940,INCINERATE,SHADOW_BALL,SEED_BOMB,80,65.8,82.7,79.6,rillaboom:778;togedemaru:721;cradily:602;morpeko_full_belly:602;toxtricity:540,turtonator:75;ninetales:115;charizard_mega_x:127;qwilfish_shadow:138;ninetales_shadow:146
gourgeist_super,Gourgeist (Super),84,115,131.6,129,1954,INCINERATE,SHADOW_BALL,SEED_BOMB,79.9,65.4,82.7,79.8,rillaboom:786;togedemaru:728;araquanid:596;cradily:550;toxtricity:511,turtonator:75;ninetales_shadow:111;qwilfish:113;ninetales:115;qwilfish_shadow:138
feraligatr,Feraligatr,83.9,123.8,117.3,125,1818,SHADOW_CLAW,HYDRO_CANNON,ICE_BEAM,77.1,88.4,79.7,52.6,ninetales:808;charizard_mega_x:756;blaziken:580;turtonator:552;kingdra_shadow:536,samurott_hisuian:155;morpeko_full_belly:156;ninetales_shadow:182;emolga:184;toxtricity:258
greninja_shadow,Greninja (Shadow),83.9,139.5,100.3,115,1611,WATER_SHURIKEN,HYDRO_CANNON,BRUTAL_SWING,84.2,74.1,84.8,40.7,toxtricity:752;cradily:734;charizard_mega_x:734;zapdos_shadow:691;ninetales_shadow:647,ampharos_mega:100;charjabug_shadow:115;jumpluff:232;kingdra:309;kingdra_shadow:355
swanna,Swanna,83.9,128.5,101,134,1742,GUST,AQUA_JET,FLY,82.8,49,83.8,75,blaziken_shadow:891;turtonator:679;dewott_shadow:675;jumpluff:626;ninetales_shadow:608,togedemaru:104;emolga:164;morpeko_full_belly:190;zapdos_shadow:218;toxtricity:237
servine,Servine,83.8,105.8,140.3,142,2110,VINE_WHIP,GRASS_KNOT,WRAP,80.2,66.7,78.6,87.1,palkia_shadow:742;togedemaru:672;kingdra:640;samurott_hisuian:623;kingdra_shadow:619,blaziken_shadow:147;emolga:308;victreebel_mega:313;charizard_mega_x:326;toxtricity:394
feraligatr_shadow,Feraligatr (Shadow),83.7,123.8,117.3,125,1818,SHADOW_CLAW,HYDRO_CANNON,ICE_BEAM,75.2,91.4,78.9,45.1,lileep:756;cradily_shadow:708;quagsire_shadow:704;pelipper:628;kingdra:536,jumpluff:133;samurott_hisuian:155;ninetales_shadow:218;kingdra_shadow:233;toxtricity:300
raikou,Raikou,83.7,131.9,110.6,116,1693,THUNDER_SHOCK,WILD_CHARGE,AURA_SPHERE,83.8,72.7,86.5,49.5,dewott_shadow:762;emolga:745;zapdos_shadow:642;ninetales_shadow:586;kingdra:577,trevenant:118;victreebel_mega:130;blaziken_shadow:231;cradily:305;toxtricity:309
kartana,Kartana,83.6,169.1,99.3,79,1328,FURY_CUTTER,LEAF_BLADE,SACRED_SWORD,82.8,36.5,88.6,48.7,cradily:784;zapdos_shadow:765;kingdra:765;victreebel_mega:683;kingdra_shadow:651,turtonator:84;blaziken_shadow:96;ninetales_shadow:107;blaziken_mega:127;cramorant:162
leavanny,Leavanny,83.6,129.4,110.2,121,1727,SHADOW_CLAW,LEAF_BLADE,X_SCISSOR,81.4,51.1,81.2,68.9,gyarados_mega:772;morpeko_full_belly:723;qwilfish_shadow:698;samurott_hisuian:698;dewott_shadow:623,ninetales:130;abomasnow:160;ninetales_shadow:162;zapdos_shadow:245;toxtricity:427
wartortle,Wartortle,83.6,107.6,139,139,2080,BITE,AQUA_JET,ICE_BEAM,79.6,80.3,81.7,62.1,palkia_shadow:737;ninetales:647;ninetales_shadow:625;blaziken_shadow:618;zapdos_shadow:543,morpeko_full_belly:80;chesnaught_mega:113;charjabug_shadow:162;victreebel_mega:191;toxtricity:432
ampharos,Ampharos,83.5,126.8,107.9,129,1766,VOLT_SWITCH,BRUTAL_SWING,TRAILBLAZE,83.6,81.8,74.8,62.6,pelipper:903;cramorant:856;morpeko_full_belly:713;zapdos_shadow:589;qwilfish_shadow:577,victreebel_mega:172;abomasnow_mega:173;roserade:211;toxtricity:216;cradily:312
salazzle,Salazzle,83.5,147,91.2,114,1529,INCINERATE,POISON_FANG,DRAGON_PULSE,79.6,70.5,77.1,60.4,victreebel_mega:864;emolga:776;samurott_hisuian:671;charizard_mega_x:644;ninetales_shadow:640,kingdra:105;kingdra_shadow:118;palkia_shadow:155;pelipper:160;qwilfish_shadow:211
roserade,Roserade,83.4,141.9,114.3,97,1574,POISON_STING,WEATHER_BALL_FIRE,LEAF_STORM,87.4,67.6,79.6,62.8,zapdos_shadow:871;victreebel_mega:731;togedemaru:711;emolga:701;qwilfish_shadow:572,toxtricity:118;ninetales_shadow:130;blaziken_shadow:205;kingdra:228;kingdra_shadow:283
walrein_shadow,Walrein (Shadow),83.4,112.4,114.9,154,1991,POWDER_SNOW,ICICLE_SPEAR,EARTHQUAKE,75.7,83.4,81.7,49.2,jumpluff:899;cradily:801;charizard_mega_x:737;kingdra:613;kingdra_shadow:571,ninetales_shadow:146;togedemaru:154;qwilfish_shadow:207;blaziken_shadow:231;toxtricity:300
swanna_shadow,Swanna (Shadow),83.3,128.5,101,134,1742,GUST,AQUA_JET,FLY,83,47.5,80.9,70.3,blaziken_shadow:921;roserade:839;victreebel_mega:787;palkia_shadow:679;turtonator:604,togedemaru:137;emolga:180;morpeko_full_belly:224;toxtricity:279;kingdra_shadow:326
galvantula,Galvantula,83.1,138.2,96.4,122,1627,VOLT_SWITCH,DISCHARGE,LUNGE,82.2,81.6,80.2,52.4,pelipper:840;cramorant:807;morpeko_full_belly:696;qwilfish:602;qwilfish_shadow:557,rillaboom:174;toxtricity:216;ninetales_shadow:226;victreebel_mega:238;kingdra:258
shiinotic,Shiinotic,83.1,116.5,134.2,123,1925,ASTONISH,MOONBLAST,SEED_BOMB,78.8,51.7,79.9,78.1,togedemaru:841;kingdra:756;kingdra_shadow:743;palkia_shadow:670;samurott_hisuian:650,jumpluff:160;ninetales_shadow:182;victreebel_mega:214;toxtricity:216;zapdos_shadow:250
blaziken_mega,Blaziken (Mega),83,160.8,88.1,98,1390,EMBER,AURA_SPHERE,BLAZE_KICK,87.7,76.8,89.6,29.8,dewott_shadow:811;zapdos_shadow:750;toxtricity:668;victreebel_mega:647;charizard_mega_x:627,cramorant:99;quagsire_shadow:102;politoed_shadow:118;greninja_shadow:126;bruxish:141
delphox_shadow,Delphox (Shadow),83,132.6,115.6,110,1687,SCRATCH,PSYSHOCK,BLAST_BURN,80,89.3,79.7,38.3,turtonator:777;jumpluff:713;ninetales:695;ninetales_shadow:681;cramorant:645,togedemaru:154;qwilfish:199;kingdra_shadow:233;qwilfish_shadow:264;toxtricity:309
dewgong,Dewgong,83,101.9,136.9,157,2192,ICE_SHARD,ICY_WIND,DRILL_RUN,77.9,65.5,78.7,63.8,palkia_shadow:767;jumpluff:732;qwilfish_shadow:675;emolga:640;zapdos_shadow:601,togedemaru:108;barbaracle:126;blaziken_shadow:205;toxtricity:207;charizard_mega_x:255
eelektrik,Eelektrik,83,122.3,110,136,1831,ACID,DISCHARGE,CRUNCH,81,82.8,81.2,58.2,cramorant:772;charizard_mega_x:753;pelipper:702;zapdos_shadow:613;emolga:599,samurott_hisuian:193;victreebel_mega:238;togedemaru:241;blaziken_shadow:268;toxtricity:322
gourgeist_small,Gourgeist (Small),83,116.8,152.9,107,1913,INCINERATE,SHADOW_BALL,SEED_BOMB,78.8,62.2,82,76.9,rillaboom:761;togedemaru:700;dewott_shadow:691;roserade:584;cradily:565,turtonator:75;ninetales_shadow:111;charizard_mega_x:127;qwilfish_shadow:138;toxtricity:275
vikavolt,Vikavolt,83,144.1,96.6,111,1547,VOLT_SWITCH,X_SCISSOR,FLY,83.2,78.1,79.6,46.1,pelipper:837;cramorant:833;gyarados_shadow:833;victreebel_mega:644;palkia_shadow:590,abomasnow:129;abomasnow_shadow:157;toxtricity:190;ninetales_shadow:226;kingdra_shadow:258
weepinbell,Weepinbell,83,137.9,84.8,139,1627,ACID,POWER_WHIP,SEED_BOMB,79,66.9,79.1,64.3,bellossom_shadow:643;raikou_shadow:643;morpeko_full_belly:600;samurott_hisuian:582;rillaboom:575,qwilfish:166;ninetales_shadow:194;toxtricity:216;kingdra_shadow:271;togedemaru:283
electrode_hisuian,Electrode (Hisuian),82.9,123.2,128.7,115,1825,THUNDER_SHOCK,WILD_CHARGE,ENERGY_BALL,74.9,63.3,84.3,60.4,emolga:839;togedemaru:652;cramorant:604;kingdra:573;kingdra_shadow:569,abomasnow:97;abomasnow_shadow:97;toxtricity:118;ninetales_shadow:130;victreebel_mega:144
greninja,Greninja,82.9,139.5,100.3,115,1611,WATER_SHURIKEN,HYDRO_CANNON,BRUTAL_SWING,82.5,70.5,78.4,49,blaziken_shadow:873;zapdos:721;ninetales_shadow:717;charizard_mega_x:682;zapdos_shadow:643,jumpluff:189;araquanid:209;jumpluff_shadow:232;kingdra:262;kingdra_shadow:309
poliwrath,Poliwrath,82.9,115.8,122,137,1936,MUD_SHOT,ICY_WIND,DYNAMIC_PUNCH,78.8,77.4,80.2,64.8,palkia_shadow:740;samurott_hisuian:733;blaziken_shadow:638;morpeko_full_belly:620;turtonator:598,zapdos_shadow:84;victreebel_shadow:118;bruxish:132;togedemaru:229;toxtricity:300
sceptile,Sceptile,82.9,135.6,109.3,111,1646,FURY_CUTTER,LEAF_BLADE,BREAKING_SWIPE,81.9,67.3,78.9,66.2,gyarados_mega:752;morpeko_full_belly:698;kingdra_shadow:671;samurott_hisuian:671;dewott_shadow:590,ninetales_shadow:130;ninetales:130;blaziken_shadow:138;zapdos_shadow:165;toxtricity:360
swadloon,Swadloon,82.9,106.7,146.2,135,2106,BUG_BITE,ENERGY_BALL,SILVER_WIND,75.4,39.5,79.6,86.1,gyarados_mega:848;rillaboom:755;morpeko_full_belly:740;samurott_hisuian:688;kingdra:566,ninetales_shadow:123;ninetales:123;blaziken_shadow:130;emolga:180;toxtricity:283
politoed_shadow,Politoed (Shadow),82.8,114,124.2,139,1970,MUD_SHOT,WEATHER_BALL_WATER,ICE_BEAM,82.5,83,74.5,50.4,blaziken:910;jumpluff_shadow:888;blaziken_shadow:881;toxtricity:794;turtonator:694,gogoat:57;bellossom:74;abomasnow:192;rillaboom:193;bellossom_shadow:210
shiinotic_shadow,Shiinotic (Shadow),82.8,116.5,134.2,123,1925,ASTONISH,MOONBLAST,SEED_BOMB,78.3,51.5,79.1,68.2,togedemaru:796;kingdra:743;morpeko_full_belly:699;palkia_shadow:642;kingdra_shadow:617,abomasnow:178;ninetales:182;jumpluff:186;ninetales_shadow:202;toxtricity:258
vikavolt_shadow,Vikavolt (Shadow),82.8,144.1,96.6,111,1547,VOLT_SWITCH,X_SCISSOR,DISCHARGE,83.8,74.2,74.1,43.2,pelipper:837;cramorant:779;qwilfish_shadow:774;dewott_shadow:725;emolga:639,abomasnow:157;rillaboom:174;togedemaru:204;toxtricity:224;kingdra_shadow:309
houndoom,Houndoom,82.7,139.5,97.3,118,1603,INCINERATE,FOUL_PLAY,TRAILBLAZE,74.1,59.3,80.5,58.4,abomasnow:894;abomasnow_shadow:868;jumpluff_shadow:826;ninetales_shadow:665;roserade:652,kingdra_shadow:105;palkia_shadow:155;charizard_mega_x:178;qwilfish_shadow:199;toxtricity:296
pumpkaboo_average,Pumpkaboo (Average),82.7,114.2,115.9,126,1670,ASTONISH,GRASS_KNOT,FOUL_PLAY,78.3,58.7,77.7,67.9,togedemaru:805;rillaboom:599;raikou_shadow:595;kingdra_shadow:535;kingdra:531,samurott_hisuian:162;gyarados_mega:177;abomasnow:178;turtonator:190;ninetales_shadow:202
bruxish,Bruxish,82.6,136.4,102.5,117,1637,CONFUSION,AQUA_TAIL,PSYCHIC_FANGS,85.2,78.1,64.9,55,blaziken_shadow:858;qwilfish_shadow:824;toxtricity:756;victreebel_mega:756;kingdra:568,samurott_hisuian:109;morpeko_full_belly:122;togedemaru:170;ninetales_shadow:257;kingdra_shadow:292
delphox,Delphox,82.6,132.6,115.6,110,1687,SCRATCH,PSYSHOCK,BLAST_BURN,79.4,83.6,79.6,46.6,ninetales_shadow:695;blaziken_shadow:672;emolga:613;kingdra:563;kingdra_shadow:527,trevenant:80;togedemaru:154;qwilfish_shadow:199;zapdos_shadow:245;toxtricity:258
magmar,Magmar,82.6,135.1,107.6,114,1659,KARATE_CHOP,FIRE_PUNCH,SCORCHING_SANDS,83.3,78.6,76.4,50,roserade:798;togedemaru:785;ninetales_shadow:692;victreebel_mega:692;samurott_hisuian:614,qwilfish:101;qwilfish_shadow:134;zapdos_shadow:165;kingdra:258;kingdra_shadow:296
quaquaval,Quaquaval,82.6,137.7,98.6,120,1630,LOW_KICK,CLOSE_COMBAT,HYDRO_CANNON,75.5,74.1,82.8,47.3,turtonator:795;cradily:766;dewott_shadow:675;samurott_hisuian:625;kingdra:545,emolga:148;victreebel_mega:172;zapdos_shadow:205;toxtricity:216;kingdra_shadow:271
parasect,Parasect,82.4,124.1,118.2,123,1807,FURY_CUTTER,X_SCISSOR,CROSS_POISON,81.1,52.1,79.4,79.3,cradily:703;samurott_hisuian:703;victreebel_mega:597;kingdra_shadow:593;kingdra:565,ninetales_shadow:130;ninetales:130;blaziken_shadow:138;zapdos_shadow:245;toxtricity:266
ampharos_shadow,Ampharos (Shadow),82.3,126.8,107.9,129,1766,VOLT_SWITCH,BRUTAL_SWING,TRAILBLAZE,81.9,86.7,70.3,52.6,cramorant:887;qwilfish_shadow:810;emolga:728;morpeko_full_belly:697;palkia_shadow:666,bellossom_shadow:160;abomasnow_shadow:171;toxtricity:203;victreebel_mega:210;kingdra_shadow:275
typhlosion_shadow,Typhlosion (Shadow),82.3,132.7,108.8,117,1691,INCINERATE,BLAST_BURN,THUNDER_PUNCH,80.8,77.2,76.9,55.5,roserade:867;victreebel_mega:790;cradily:739;ninetales_shadow:649;cramorant:619,kingdra:105;kingdra_shadow:131;palkia_shadow:170;charizard_mega_x:188;qwilfish_shadow:223
coalossal,Coalossal,82.2,98.1,139.3,167,2285,FIRE_SPIN,ROCK_SLIDE,FLAME_CHARGE,76.9,38.4,79.7,83.4,ninetales_shadow:763;zapdos_shadow:718;victreebel_mega:694;charizard_mega_x:661;toxtricity:640,kingdra:80;kingdra_shadow:105;palkia_shadow:125;dewott_shadow:195;qwilfish_shadow:207
croconaw,Croconaw,82.2,117.7,120,135,1908,SCRATCH,ICE_PUNCH,WATER_PULSE,78.6,87.6,76.9,55,ninetales:618;palkia_shadow:574;blaziken_shadow:562;kingdra_shadow:555;ninetales_shadow:518,togedemaru:154;rillaboom:178;zapdos_shadow:245;toxtricity:258;cradily:281
electrode,Electrode,82.2,122.8,126.3,118,1832,VOLT_SWITCH,DISCHARGE,FOUL_PLAY,81.8,75,79.9,67.2,cramorant:881;pelipper:881;emolga:669;qwilfish:652;zapdos_shadow:597,sceptile_mega:138;victreebel:175;roserade:211;victreebel_mega:214;cradily:239
sceptile_mega,Sceptile (Mega),82.2,159,98.1,90,1405,FURY_CUTTER,LEAF_BLADE,BREAKING_SWIPE,79.4,62.5,79.9,51.2,raikou_shadow:894;zapdos_shadow:844;ampharos_mega:838;rillaboom:694;morpeko_full_belly:672,ninetales_shadow:130;blaziken_shadow:138;kingdra_shadow:182;qwilfish_shadow:199;toxtricity:220
stunfisk,Stunfisk,82.2,101.4,126.6,172,2212,THUNDER_SHOCK,MUD_BOMB,DISCHARGE,81.6,61.5,81,77.1,togedemaru:880;emolga:793;toxtricity:776;zapdos_shadow:770;qwilfish_shadow:677,abomasnow_mega:88;victreebel_shadow:118;abomasnow:174;rillaboom:189;kingdra_shadow:338
zeraora,Zeraora,82.2,138.3,100.9,114,1592,VOLT_SWITCH,PLASMA_FISTS,DYNAMIC_PUNCH,83.2,82.7,77.6,45.1,cramorant:872;togedemaru:864;emolga:728;morpeko_full_belly:697;zapdos_shadow:587,rillaboom:143;toxtricity:173;victreebel_mega:191;ninetales_shadow:226;kingdra_shadow:258
typhlosion_hisuian,Typhlosion (Hisuian),82.1,139.6,106.8,108,1611,EMBER,SHADOW_BALL,WILD_CHARGE,70.7,64,89.4,35.4,samurott_hisuian:773;abomasnow:638;blaziken_shadow:587;emolga:569;victreebel_mega:546,kingdra_shadow:88;kingdra:88;qwilfish:109;qwilfish_shadow:146;toxtricity:216
armarouge,Armarouge,82,132.1,109.6,117,1695,INCINERATE,PSYSHOCK,HEAT_WAVE,79,78.6,79.2,59.9,abomasnow:893;abomasnow_shadow:893;jumpluff:743;victreebel_mega:700;blaziken_shadow:623,kingdra_shadow:105;palkia_shadow:140;charizard_mega_x:147;qwilfish_shadow:186;toxtricity:283
blastoise,Blastoise,82,112.1,137.7,130,2008,BITE,HYDRO_CANNON,SKULL_BASH,75.1,71.5,78.6,58.4,charizard_mega_x:765;ninetales:650;qwilfish:619;ninetales_shadow:600;blaziken_shadow:588,morpeko_full_belly:80;abomasnow_shadow:136;zapdos_shadow:165;victreebel_mega:172;toxtricity:173
electrode_shadow,Electrode (Shadow),82,122.8,126.3,118,1832,VOLT_SWITCH,DISCHARGE,FOUL_PLAY,82.2,83.1,74.3,54.3,pelipper:906;gyarados_shadow:881;cramorant:877;togedemaru:779;emolga:728,abomasnow_shadow:157;bellossom_shadow:160;victreebel_mega:191;toxtricity:237;kingdra_shadow:275
victini,Victini,82,120.4,119.3,129,1855,CONFUSION,V_CREATE,PSYSHOCK,76,56.5,84.3,64,blaziken_shadow:914;toxtricity:786;victreebel_mega:763;roserade:759;ninetales_shadow:736,gyarados_mega:100;morpeko_full_belly:122;samurott_hisuian:136;togedemaru:154;kingdra:258
azumarill,Azumarill,81.9,93.4,134.4,191,2400,BUBBLE,ICE_BEAM,PLAY_ROUGH,73.7,47.6,86.6,70.3,charizard_mega_x:772;samurott_hisuian:727;kingdra_shadow:712;palkia_shadow:657;turtonator:654,victreebel_mega:116;rillaboom:120;roserade:128;togedemaru:154;toxtricity:182
croconaw_shadow,Croconaw (Shadow),81.9,117.7,120,135,1908,SCRATCH,ICE_PUNCH,WATER_PULSE,76.8,90.9,76.1,44.4,jumpluff_shadow:848;dipplin:796;kingdra:555;palkia_shadow:544;dewott_shadow:518,togedemaru:154;ninetales_shadow:218;emolga:220;toxtricity:258;kingdra_shadow:258
lampent_shadow,Lampent (Shadow),81.9,132.5,99,129,1692,EMBER,HEAT_WAVE,ENERGY_BALL,74.1,77.7,84.5,41.2,jumpluff:918;jumpluff_shadow:879;rillaboom:666;abomasnow:658;blaziken_shadow:581,qwilfish:101;charizard_mega_x:107;dewott_shadow:126;qwilfish_shadow:134;toxtricity:258
magneton_shadow,Magneton (Shadow),81.9,143.4,114.6,95,1563,THUNDER_SHOCK,DISCHARGE,MAGNET_BOMB,81,52.1,81.4,42.9,victreebel_mega:852;zapdos_shadow:805;dewott_shadow:805;kingdra_shadow:710;cradily:589,quagsire_shadow:102;roserade:128;ninetales:130;ninetales_shadow:162;toxtricity:432
wartortle_shadow,Wartortle (Shadow),81.9,107.6,139,139,2080,BITE,AQUA_JET,ICE_BEAM,75.4,82.5,79.4,50.2,charizard_mega_x:780;palkia_shadow:651;ninetales:625;kingdra_shadow:582;blaziken_shadow:564,rillaboom:143;morpeko_full_belly:156;zapdos_shadow:165;victreebel_mega:172;toxtricity:173
magnemite_shadow,Magnemite (Shadow),81.8,147.8,113.6,90,1512,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE,82.7,61.6,73,51.2,qwilfish_shadow:877;zapdos_shadow:794;toxtricity:655;kingdra:622;cradily:577,turtonator:110;abomasnow_shadow:185;togedemaru:204;morpeko_full_belly:224;kingdra_shadow:326
quagsire_shadow,Quagsire (Shadow),81.8,111.2,112.6,161,2018,MUD_SHOT,AQUA_TAIL,STONE_EDGE,80.5,57.4,77.7,63.1,blaziken_shadow:897;toxtricity:872;charizard_mega_x:748;qwilfish_shadow:661;zapdos_shadow:583,jumpluff:35;jumpluff_shadow:35;rillaboom:73;bellossom_shadow:74;kingdra_shadow:207
raichu_mega_x,Raichu (Mega X),81.8,148.3,114.1,89,1507,VOLT_SWITCH,BRICK_BREAK,TRAILBLAZE,83.8,83.9,69,41,zapdos_shadow:820;qwilfish_shadow:769;togedemaru:752;emolga:674;charizard_mega_x:657,abomasnow:150;kingdra:224;toxtricity:237;ninetales_shadow:242;kingdra_shadow:275
raikou_shadow,Raikou (Shadow),81.8,133.5,109.9,113,1659,THUNDER_SHOCK,WILD_CHARGE,AURA_SPHERE,86.4,78.9,84.2,29.1,zapdos_shadow:836;emolga:707;kingdra_shadow:676;charizard_mega_x:676;dewott_shadow:676,jumpluff_shadow:133;toxtricity:156;morpeko_full_belly:156;victreebel_mega:172;ninetales_shadow:182
serperior,Serperior,81.7,110.2,142.2,130,2038,VINE_WHIP,FRENZY_PLANT,AERIAL_ACE,74,47.5,84.3,66.7,palkia_shadow:719;morpeko_full_belly:696;togedemaru:642;kingdra_shadow:588;kingdra:576,victreebel_mega:98;charizard_mega_x:117;toxtricity:131;emolga:136;zapdos_shadow:165
