speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore
carnivine,Carnivine,66.7,130.1,101.8,130,1724,VINE_WHIP,POWER_WHIP,CRUNCH,62.1,38.9,70.6,31.3
milotic,Milotic,66.5,113.1,133.8,131,1985,WATERFALL,AQUA_TAIL,WRAP,66.5,48.4,58.7,54.1
rotom_mow,Rotom (Mow),66.3,128.8,144.9,93,1737,THUNDER_SHOCK,OMINOUS_WIND,LEAF_STORM,70.9,46.1,74.6,32
suicune_shadow,Suicune (Shadow),66.3,107.1,139.9,136,2039,ICE_FANG,BUBBLE_BEAM,SCALD,72.4,59.1,64.8,50.8
rotom_wash,Rotom (Wash),66.1,128.8,144.9,93,1737,THUNDER_SHOCK,THUNDERBOLT,HYDRO_PUMP,53.6,28.6,71.9,36.3
cloyster,Cloyster,66,119,169.7,93,1880,ICE_SHARD,ICY_WIND,LIQUIDATION,62.9,47.3,57.7,40.3
kabuto_shadow,Kabuto (Shadow),65.6,134.4,129.4,96,1672,MUD_SHOT,AQUA_JET,ROCK_TOMB,65.5,49.9,61.9,20.5
nuzleaf,Nuzleaf,65.4,125.2,78.1,157,1536,FEINT_ATTACK,LEAF_BLADE,FOUL_PLAY,60.3,36.1,64.6,39.3
wormadam_plant,Wormadam (Plant),65.4,110,144.8,128,2040,SUCKER_PUNCH,ENERGY_BALL,BUG_BUZZ,55.9,33.1,72.2,51.8
tauros_aqua,Tauros (Aqua),65.3,127.8,120.6,114,1759,DOUBLE_KICK,AQUA_JET,TRAILBLAZE,61.3,44.2,60.3,45.8
tentacool,Tentacool,65.3,94.1,137.8,113,1466,POISON_STING,WATER_PULSE,WRAP,61.1,59.9,58.6,60.6
mantyke,Mantyke,65.2,100.8,163,120,1973,BUBBLE,WATER_PULSE,AERIAL_ACE,58.6,48.1,67.4,36.5
bayleef_shadow,Bayleef (Shadow),65.1,105.5,141.5,142,2122,MAGICAL_LEAF,ANCIENT_POWER,ENERGY_BALL,56.2,33.7,67.8,44.3
omanyte,Omanyte,64.8,128,135.2,101,1750,MUD_SHOT,ROCK_TOMB,ROCK_BLAST,60.8,52.4,60.7,34
omanyte_shadow,Omanyte (Shadow),64.7,128,135.2,101,1750,MUD_SHOT,ROCK_TOMB,ROCK_BLAST,61.8,52.4,61.9,22.8
simisage,Simisage,64.6,135.9,95.8,126,1642,VINE_WHIP,GRASS_KNOT,CRUNCH,54.9,36.4,64.6,28.3
whiscash_shadow,Whiscash (Shadow),64.6,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD,62.2,44.3,63.9,44.6
tangela,Tangela,64.5,125.5,122.8,116,1790,VINE_WHIP,GRASS_KNOT,SLUDGE_BOMB,52.2,32,68.3,30.5
slurpuff,Slurpuff,63.9,116,119.4,139,1926,FAIRY_WIND,PLAY_ROUGH,ENERGY_BALL,55.5,37,71,32.3
floette,Floette,63.8,114.2,134.5,128,1967,VINE_WHIP,DAZZLING_GLEAM,PETAL_BLIZZARD,53.1,33.2,73.5,28
arboliva,Arboliva,63.4,129.2,116.6,115,1734,MAGICAL_LEAF,EARTH_POWER,TRAILBLAZE,58.6,36.7,55.4,47.6
seismitoad,Seismitoad,63.3,120.3,100.8,154,1869,MUD_SHOT,EARTH_POWER,SLUDGE_BOMB,58.8,37,66.7,34
tentacool_shadow,Tentacool (Shadow),63.3,94.1,137.8,113,1466,POISON_STING,WATER_PULSE,WRAP,59.5,53,56.3,57.3
crawdaunt_shadow,Crawdaunt (Shadow),63.2,144.7,98.3,109,1552,WATERFALL,NIGHT_SLASH,SCALD,57.8,50.2,54.7,28.3
tsareena,Tsareena,63.2,130.4,120.6,109,1715,MAGICAL_LEAF,TRIPLE_AXEL,HIGH_JUMP_KICK,55.9,36.6,52.3,46.1
primarina,Primarina,63.1,131.6,115.6,112,1705,WATERFALL,DISARMING_VOICE,HYDRO_CANNON,61.9,42.9,57.7,29.5
exeggcute_shadow,Exeggcute (Shadow),63,102.5,117.6,142,1713,CONFUSION,SEED_BOMB,ANCIENT_POWER,62.1,40.7,60.7,43.1
kabuto,Kabuto,62.9,134.4,129.4,96,1672,MUD_SHOT,AQUA_JET,ROCK_TOMB,59.5,50,60.2,26
whiscash,Whiscash,62.9,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD,61.3,39.1,61.1,50.1
wartortle_shadow,Wartortle (Shadow),62.7,107.6,139,139,2080,WATER_GUN,AQUA_JET,ICE_BEAM,54.7,41.6,61.9,38.3
floragato,Floragato,62.6,124.4,110.5,131,1803,LEAFAGE,GRASS_KNOT,PLAY_ROUGH,51.8,32.6,66.7,35.3
exeggcute,Exeggcute,62.5,102.5,117.6,142,1713,CONFUSION,SEED_BOMB,ANCIENT_POWER,61.6,46.7,61.2,44.8
omastar_shadow,Omastar (Shadow),62.5,126.6,128.4,109,1773,MUD_SHOT,ROCK_SLIDE,HYDRO_PUMP,57.3,45.8,65,21.5
grotle_shadow,Grotle (Shadow),62.4,117.8,114.8,141,1908,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL,63.9,36.2,51.5,56.6
relicanth,Relicanth,62.4,105.1,133.6,152,2138,WATER_GUN,AQUA_TAIL,ANCIENT_POWER,62.2,40.4,54.7,46.6
exeggutor_alolan,Exeggutor (Alolan),62,134.4,94.8,131,1670,DRAGON_TAIL,SEED_BOMB,DRACO_METEOR,56,40.4,62.3,33.5
spritzee,Spritzee,62,105,107.5,168,1898,CHARM,THUNDERBOLT,DRAINING_KISS,53.6,32,66.2,55.3
snover,Snover,61.7,109.2,100.8,142,1564,POWDER_SNOW,ICE_BEAM,ENERGY_BALL,47.7,29,70.5,32.5
tangela_shadow,Tangela (Shadow),61.5,125.5,122.8,116,1790,VINE_WHIP,GRASS_KNOT,SLUDGE_BOMB,45.5,27.8,62.5,25.8
cloyster_shadow,Cloyster (Shadow),61.2,119,169.7,93,1880,ICE_SHARD,ICY_WIND,LIQUIDATION,56.8,46.7,46.8,34.5
rillaboom,Rillaboom,60.9,132.4,99.3,129,1696,RAZOR_LEAF,DRUM_BEATING,FRENZY_PLANT,62.6,37.5,48.6,51.3
roselia,Roselia,60.8,138.5,105.9,110,1615,POISON_JAB,SLUDGE_BOMB,PETAL_BLIZZARD,56,31.8,58,49.8
corsola,Corsola,60.7,108.5,142,134,2066,BUBBLE,POWER_GEM,ROCK_BLAST,57.2,35.4,54.1,37.8
exeggutor_alolan_shadow,Exeggutor (Alolan) (Shadow),60.7,134.4,94.8,131,1670,DRAGON_TAIL,SEED_BOMB,DRACO_METEOR,61.4,40.8,54.1,31.3
snover_shadow,Snover (Shadow),60.7,109.2,100.8,142,1564,POWDER_SNOW,ICE_BEAM,ENERGY_BALL,46.2,29.3,66.6,32.8
alomomola,Alomomola,60.6,97.4,99.4,238,2306,WATERFALL,HYDRO_PUMP,BLIZZARD,43.6,27.5,75.6,38.3
breloom,Breloom,60.6,149.9,96.7,103,1494,FORCE_PALM,DYNAMIC_PUNCH,GRASS_KNOT,57,27.4,52.2,43.1
omastar,Omastar,60.6,126.6,128.4,109,1773,MUD_SHOT,ROCK_SLIDE,HYDRO_PUMP,52.6,45.4,64.2,28.3
eldegoss,Eldegoss,60.4,108.4,160.4,119,2070,BULLET_SEED,GRASS_KNOT,ENERGY_BALL,52.1,34,64.6,37.8
kabutops_shadow,Kabutops (Shadow),60.4,135.4,119.7,102,1655,FURY_CUTTER,STONE_EDGE,WATER_PULSE,46.3,35.6,57.7,24.3
brionne,Brionne,60.3,125.8,117,121,1783,CHARM,AQUA_JET,DISARMING_VOICE,55.9,41,54.7,35.3
kabutops,Kabutops,60.3,135.4,119.7,102,1655,FURY_CUTTER,STONE_EDGE,WATER_PULSE,49.6,37.7,63.4,26.3
urshifu_rapid_strike,Urshifu (Rapid Strike),60.2,136.5,97.7,121,1616,COUNTER,AQUA_JET,DYNAMIC_PUNCH,54.4,32.3,54.1,40.3
sunflora,Sunflora,60.1,128.7,102.1,132,1736,BULLET_SEED,LEAF_STORM,SLUDGE_BOMB,47.8,22.3,68.9,25.8
grotle,Grotle,59.8,117.8,114.8,141,1908,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL,59.1,34.7,57.3,54.8
tapu_fini,Tapu Fini,59.8,115.8,158.3,105,1926,WATER_GUN,SURF,NATURES_MADNESS,52.2,37.4,59.5,45.8
shaymin_land,Shaymin (Land),59.5,117.8,122.2,132,1902,MAGICAL_LEAF,GRASS_KNOT,SEED_FLARE,46.7,28.3,64.8,36.8
shellos,Shellos,59.4,99.1,100.8,166,1660,MUD_SLAP,BODY_SLAM,WATER_PULSE,60.8,35.9,52.9,42.6
crawdaunt,Crawdaunt,59.3,144.7,98.3,109,1552,WATERFALL,NIGHT_SLASH,SCALD,52.7,52.2,52.2,28
vaporeon,Vaporeon,59.3,118.4,96.9,165,1894,WATER_GUN,AQUA_TAIL,LAST_RESORT,55.2,39.4,54.7,34.5
palpitoad,Palpitoad,59.2,116.2,102.9,161,1927,MUD_SHOT,WATER_PULSE,EARTH_POWER,54.7,31.3,59.3,34.5
ribombee,Ribombee,59.1,136.2,105.9,114,1645,FAIRY_WIND,DAZZLING_GLEAM,BUG_BUZZ,42.2,24.7,68.5,23.5
granbull_shadow,Granbull (Shadow),58.2,135.3,88.3,139,1662,CHARM,CLOSE_COMBAT,CRUNCH,61.3,43.5,43.6,47.8
goldeen,Goldeen,58.1,115.9,105,120,1462,PECK,AQUA_TAIL,HORN_ATTACK,55.9,51.5,47.4,33.5
bulbasaur,Bulbasaur,57.8,111.7,105.8,120,1420,VINE_WHIP,POWER_WHIP,SEED_BOMB,51.8,41.6,54.7,30.5
comfey,Comfey,57.8,116.2,157.4,105,1922,VINE_WHIP,GRASS_KNOT,DRAINING_KISS,49.6,30.2,62.8,31
bulbasaur_shadow,Bulbasaur (Shadow),57.3,111.7,105.8,120,1420,VINE_WHIP,POWER_WHIP,SEED_BOMB,49,36.9,53.1,24.5
croconaw,Croconaw,57.3,117.7,120,135,1908,WATER_GUN,ICE_PUNCH,WATER_PULSE,50.4,43.2,58,29
sawsbuck,Sawsbuck,57.3,129.4,101.8,131,1727,FEINT_ATTACK,WILD_CHARGE,TRAILBLAZE,47.2,28.6,52.7,42.8
floatzel,Floatzel,57.2,143.8,81.7,133,1564,WATERFALL,AQUA_JET,SWIFT,54.7,48,52.3,21.5
swanna_shadow,Swanna (Shadow),56.9,128.5,101,134,1742,WATER_GUN,FLY,ICE_BEAM,40,28.8,61.4,27.3
thwackey,Thwackey,56.5,123.6,107.5,136,1809,RAZOR_LEAF,GRASS_KNOT,ENERGY_BALL,57,32.9,44.4,53.1
croconaw_shadow,Croconaw (Shadow),56.4,117.7,120,135,1908,WATER_GUN,ICE_PUNCH,WATER_PULSE,43.7,39.9,57.7,27.3
ferroseed,Ferroseed,56.4,81.5,142.8,119,1386,METAL_CLAW,GYRO_BALL,RETURN,48,26.3,61.9,39
gardevoir_shadow,Gardevoir (Shadow),56.4,136.5,115.6,104,1642,CHARM,TRIPLE_AXEL,SHADOW_BALL,60.8,41.8,36.5,43.8
granbull,Granbull,56.3,135.3,88.3,139,1662,CHARM,CLOSE_COMBAT,CRUNCH,53.7,37.5,56.1,46.3
maractus,Maractus,56.2,135.5,95.2,128,1652,BULLET_SEED,AERIAL_ACE,PETAL_BLIZZARD,41.8,38.3,61.8,22.5
rowlet,Rowlet,56.1,98.3,95.7,154,1450,LEAFAGE,SEED_BOMB,ENERGY_BALL,53.9,34.8,52.9,33.5
diancie,Diancie,56,119.1,175.1,89,1858,ROCK_THROW,ROCK_SLIDE,MOONBLAST,55.9,35,51.8,46.6
deerling,Deerling,55.9,109.2,96.6,142,1499,TACKLE,WILD_CHARGE,TRAILBLAZE,46.5,32,53.8,41.3
lilligant_hisuian,Lilligant (Hisuian),55.5,133.4,107.7,117,1683,BULLET_SEED,UPPER_HAND,PETAL_BLIZZARD,40.6,25.6,56.1,25.5
prinplup,Prinplup,55.4,118.6,117,136,1889,BUBBLE,ICY_WIND,HYDRO_PUMP,51.4,32.8,51.3,23
sharpedo_shadow,Sharpedo (Shadow),55.3,166.6,64,126,1345,WATERFALL,CRUNCH,POISON_FANG,46.5,34,42.6,20.8
huntail,Huntail,54.4,130.8,125.6,104,1709,WATER_GUN,AQUA_TAIL,CRUNCH,48.3,37.4,52,29.5
sharpedo,Sharpedo,53.8,166.6,64,126,1345,WATERFALL,CRUNCH,POISON_FANG,42.9,31.8,47.6,21.8
gardevoir,Gardevoir,53.6,136.5,115.6,104,1642,CHARM,TRIPLE_AXEL,SHADOW_BALL,54.5,38.1,43.1,44.6
carracosta_shadow,Carracosta (Shadow),53.4,121.4,126.9,120,1850,WATER_GUN,ANCIENT_POWER,BODY_SLAM,46,29.4,49,25.8
poliwhirl,Poliwhirl,53.4,114.2,115.9,148,1961,BUBBLE,SCALD,MUD_BOMB,48,29.7,53.4,33.5
basculin,Basculin,53,133.9,97.1,129,1679,WATER_GUN,AQUA_TAIL,AQUA_JET,48.3,40.2,47.7,26.3
chinchou,Chinchou,52.8,101.6,94.1,164,1569,BUBBLE,WATER_PULSE,THUNDERBOLT,42.9,20.7,58,26.5
tirtouga_shadow,Tirtouga (Shadow),52.8,114.3,132.4,130,1970,WATER_GUN,SURF,BODY_SLAM,46,35.3,49.2,30.5
chespin_shadow,Chespin (Shadow),52.5,105,101.6,136,1452,VINE_WHIP,BODY_SLAM,SEED_BOMB,49.1,40.5,44.2,24.3
tirtouga,Tirtouga,52.5,114.3,132.4,130,1970,WATER_GUN,SURF,ANCIENT_POWER,46.2,30.2,50.9,29.5
chespin,Chespin,52.4,105,101.6,136,1452,VINE_WHIP,BODY_SLAM,SEED_BOMB,46,35.3,48.3,32
prinplup_shadow,Prinplup (Shadow),52.1,118.6,117,136,1889,BUBBLE,ICY_WIND,HYDRO_PUMP,42.9,28.8,46,19.2
poliwhirl_shadow,Poliwhirl (Shadow),51.9,114.2,115.9,148,1961,BUBBLE,SCALD,MUD_BOMB,49.8,30.9,49.5,19.7
seadra,Seadra,51.1,131.3,117.5,110,1699,DRAGON_BREATH,HYDRO_PUMP,DRAGON_PULSE,39.1,25.6,57,23.3
toedscool,Toedscool,51.1,94.1,137.8,113,1466,MUD_SLAP,SEED_BOMB,EARTH_POWER,45.2,28.2,51.8,33.5
gorebyss,Gorebyss,51,136.2,121,100,1649,CONFUSION,WATER_PULSE,PSYCHIC,47.8,33.1,52.3,33.5
kyogre_shadow,Kyogre (Shadow),51,133.9,116.5,104,1623,WATERFALL,AVALANCHE,SURF,35.7,33.1,47.4,23.3
clamperl,Clamperl,50.5,124.3,126,105,1646,WATER_GUN,BODY_SLAM,WATER_PULSE,45,34,47.4,27
snubbull,Snubbull,50.5,127.7,84,142,1524,TACKLE,BRICK_BREAK,CRUNCH,45.4,32.6,41.9,34.8
shaymin_sky,Shaymin (Sky),50.3,139.3,94.1,123,1614,MAGICAL_LEAF,GRASS_KNOT,ENERGY_BALL,42.7,24.4,47,30
turtwig_shadow,Turtwig (Shadow),50,112.6,105,135,1597,TACKLE,BODY_SLAM,SEED_BOMB,41.4,31,46.7,27
carracosta,Carracosta,49.4,121.4,126.9,120,1850,WATER_GUN,LIQUIDATION,ANCIENT_POWER,38.5,26.6,49.5,29.5
ferroseed_shadow,Ferroseed (Shadow),49.4,81.5,142.8,119,1386,METAL_CLAW,GYRO_BALL,IRON_HEAD,43.4,26.9,50.7,33
snubbull_shadow,Snubbull (Shadow),48.4,127.7,84,142,1524,TACKLE,BRICK_BREAK,CRUNCH,43.4,29.6,39.4,33.3
wugtrio,Wugtrio,48.3,151,108.6,90,1477,MUD_SLAP,LIQUIDATION,SURF,41.9,30.1,37.4,28.5
kingler,Kingler,48.2,144.5,115.6,93,1554,BUBBLE,CRABHAMMER,VICE_GRIP,36.5,25.8,48.1,16.2
simipour,Simipour,48.2,135.9,95.8,126,1642,WATER_GUN,SURF,CRUNCH,33.2,25.3,49,23.3
lombre,Lombre,48.1,106.7,112.6,142,1706,BUBBLE,SCALD,GRASS_KNOT,33.9,18,56.1,19
seadra_shadow,Seadra (Shadow),47.4,131.3,117.5,110,1699,DRAGON_BREATH,HYDRO_PUMP,DRAGON_PULSE,36.7,26.6,52.2,23.3
turtwig,Turtwig,47.4,112.6,105,135,1597,TACKLE,BODY_SLAM,SEED_BOMB,39.5,27.4,48.6,27.8
octillery,Octillery,47.1,131.5,100.7,128,1697,LOCK_ON,OCTAZOOKA,GUNK_SHOT,35,28.5,50.7,14.7
corphish_shadow,Corphish (Shadow),46.2,131,95.7,117,1469,BUBBLE,AQUA_JET,VICE_GRIP,35,25.3,43.6,13.5
seel,Seel,46,84,114.2,149,1431,WATER_GUN,AQUA_TAIL,ICY_WIND,41.9,33.2,41.3,29
cherrim_overcast,Cherrim (Overcast),45.8,121.8,116.2,130,1843,BULLET_SEED,DAZZLING_GLEAM,SOLAR_BEAM,30,20.2,53.1,20.8
totodile,Totodile,44.8,110.9,104.1,127,1468,WATER_GUN,AQUA_JET,CRUNCH,35.5,28.5,42.6,20.5
corphish,Corphish,44.5,131,95.7,117,1469,BUBBLE,AQUA_JET,VICE_GRIP,38.6,25.8,44.2,15.2
piplup_shadow,Piplup (Shadow),43.9,106.7,98.3,131,1374,BUBBLE,DRILL_PECK,ICY_WIND,34.2,23.7,38.8,13.2
krabby,Krabby,43.6,148,111.2,92,1515,BUBBLE,VICE_GRIP,RAZOR_SHELL,38.5,34.5,43.5,14.5
popplio,Popplio,43.3,113.4,99.1,127,1429,WATER_GUN,AQUA_TAIL,AQUA_JET,37.7,32.3,38.8,22.8
piplup,Piplup,43.2,106.7,98.3,131,1374,BUBBLE,DRILL_PECK,ICY_WIND,37.8,28.6,38.8,15
clauncher,Clauncher,42.9,103.3,110.9,127,1456,WATER_GUN,AQUA_JET,CRABHAMMER,36.8,31.5,38.7,20.8
drizzile,Drizzile,42.5,137.8,92.1,128,1626,WATER_GUN,SURF,WATER_PULSE,30.1,22.9,41.9,23
totodile_shadow,Totodile (Shadow),42.2,110.9,104.1,127,1468,WATER_GUN,AQUA_JET,CRUNCH,31.6,27,39.2,20.8
flabebe,Flabebe,41.9,103.3,113.4,119,1395,VINE_WHIP,DAZZLING_GLEAM,PETAL_BLIZZARD,24.2,18.8,49.2,16.5
frogadier,Frogadier,41.8,134.4,100.8,123,1668,BUBBLE,SURF,AERIAL_ACE,31.6,28.5,42.8,16
lilligant,Lilligant,41.7,136.5,105.8,114,1649,CHARM,PETAL_BLIZZARD,HYPER_BEAM,43.6,28.2,29.4,34
skiddo,Skiddo,41.3,115.9,98.3,151,1722,ROCK_SMASH,SEED_BOMB,BRICK_BREAK,37.7,21,39.6,33.5
frogadier_shadow,Frogadier (Shadow),41.1,134.4,100.8,123,1668,BUBBLE,SURF,AERIAL_ACE,27.5,26.7,40.3,16.2
swirlix,Swirlix,40.9,104.1,112.6,145,1701,TACKLE,ENERGY_BALL,DRAINING_KISS,28,20.7,49.3,23.3
tatsugiri_curly,Tatsugiri (Curly),40.9,137.4,108.1,109,1619,WATER_GUN,SURF,OUTRAGE,28.6,22.5,47,23.3
tatsugiri_droopy,Tatsugiri (Droopy),40.9,137.4,108.1,109,1619,WATER_GUN,SURF,OUTRAGE,28.6,22.5,47,23.3
tatsugiri_stretchy,Tatsugiri (Stretchy),40.9,137.4,108.1,109,1619,WATER_GUN,SURF,OUTRAGE,28.6,22.5,47,23.3
clawitzer,Clawitzer,40.5,134.4,110.5,112,1664,WATER_GUN,CRABHAMMER,ICE_BEAM,32.9,23.9,43.5,24
inteleon,Inteleon,33.6,153.4,89,107,1462,WATER_GUN,SURF,SHADOW_BALL,28.6,22,33.5,18.5
clefairy,Clefairy,29.8,102.5,103.3,157,1664,ZEN_HEADBUTT,DISARMING_VOICE,BODY_SLAM,20.8,16.9,34.6,19
