speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore
misdreavus_shadow,Misdreavus (Shadow),68.3,72.2,70.9,67,344,ASTONISH,DARK_PULSE,SHADOW_SNEAK,78.5,47.6,51.7,49.6
taillow,Taillow,68.3,74.8,49.9,89,333,QUICK_ATTACK,AERIAL_ACE,,62.2,66.9,46.4,41.9
lileep_shadow,Lileep (Shadow),68.2,56.9,84.3,91,437,INFESTATION,ANCIENT_POWER,GRASS_KNOT,58.7,57.3,63.7,30.6
shroomish,Shroomish,68.2,52,82.8,110,475,BULLET_SEED,GRASS_KNOT,SEED_BOMB,60.3,57.9,62.5,55.9
aron,Aron,68.1,65.1,76.5,77,384,TACKLE,BODY_SLAM,IRON_HEAD,64.2,57,47.4,49.8
oddish,Oddish,68.1,71,66.2,74,348,RAZOR_LEAF,SLUDGE_BOMB,SEED_BOMB,67.2,60.9,43.3,69.5
sandshrew,Sandshrew,68.1,67.3,68.8,79,366,MUD_SHOT,ROCK_SLIDE,DIG,57.6,65.8,59.7,33.6
drilbur_shadow,Drilbur (Shadow),68,79.4,49.9,79,314,MUD_SLAP,DRILL_RUN,ROCK_TOMB,71.3,44.4,58.7,60.2
duskull_shadow,Duskull (Shadow),68,53.4,124,70,465,ASTONISH,SHADOW_SNEAK,OMINOUS_WIND,59.7,55.6,56.9,54.7
hoppip,Hoppip,68,55.3,83.3,97,447,BULLET_SEED,GRASS_KNOT,SEED_BOMB,62.6,53.1,63,50.1
rattata_alolan,Rattata (Alolan),68,74.2,58.4,77,334,QUICK_ATTACK,CRUNCH,HYPER_FANG,59.8,49,64,39.3
quaxly,Quaxly,67.9,70.2,56.6,88,351,WING_ATTACK,LIQUIDATION,AERIAL_ACE,56.7,74.6,52.8,39
yamask,Yamask,67.9,59.5,92,76,417,ASTONISH,SHADOW_BALL,DARK_PULSE,59.2,53.7,70.6,50.5
aron_shadow,Aron (Shadow),67.8,65.1,76.5,77,384,TACKLE,BODY_SLAM,IRON_HEAD,64.5,57.1,46.7,48.6
chimchar,Chimchar,67.7,70.4,59.1,84,350,EMBER,FLAME_CHARGE,FLAMETHROWER,71.6,53.2,53.6,58.3
pansear,Pansear,67.7,66,64.2,89,378,FIRE_SPIN,FLAME_CHARGE,CRUNCH,61.5,53.1,55,57.4
elekid,Elekid,67.6,74.2,59.8,75,333,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK,69.9,60,58.7,31.7
geodude,Geodude,67.6,69.8,73.4,69,354,ROCK_THROW,ROCK_SLIDE,DIG,64.8,56.5,54.6,66.5
charmander,Charmander,67.5,72.2,62.1,77,346,EMBER,FLAME_CHARGE,FLAMETHROWER,70.8,52,54.3,59
cyndaquil,Cyndaquil,67.5,72.2,62.1,77,346,EMBER,FLAME_CHARGE,FLAMETHROWER,70.8,52,54.3,59
joltik,Joltik,67.5,67.2,64.3,86,372,SUCKER_PUNCH,CROSS_POISON,DISCHARGE,65.6,58.9,55.1,39.5
murkrow_shadow,Murkrow (Shadow),67.5,84.2,45.7,77,297,FEINT_ATTACK,DRILL_PECK,FOUL_PLAY,71.4,46,65,53.1
rockruff,Rockruff,67.5,73.1,55.6,83,338,ROCK_THROW,STONE_EDGE,CRUNCH,68.3,62,48.6,66.7
sandile,Sandile,67.5,78.7,48.2,83,315,MUD_SLAP,CRUNCH,DIG,70.6,42,59.4,58.1
litten,Litten,67.4,76.8,54.1,78,325,EMBER,FLAME_CHARGE,CRUNCH,71,49.1,51.3,58.3
goldeen,Goldeen,67.3,70,66.7,76,355,MUD_SHOT,AQUA_TAIL,HORN_ATTACK,61.2,66.6,52,40.5
nymble,Nymble,67.3,66.2,60.8,93,375,BUG_BITE,X_SCISSOR,TRAILBLAZE,62.5,59.4,59.1,52.4
roggenrola,Roggenrola,67.3,67.3,65.2,84,369,SMACK_DOWN,STONE_EDGE,ROCK_BLAST,59.8,56.3,50.9,64.8
sentret,Sentret,67.3,63.9,63.1,97,392,QUICK_ATTACK,GRASS_KNOT,DIG,54.7,66.8,63.2,40
mudkip,Mudkip,67.2,71,59.4,82,347,WATER_GUN,DIG,STOMP,63.4,59.2,60.4,55.2
pumpkaboo_super,Pumpkaboo (Super),67.2,64.6,69.9,85,385,ASTONISH,GRASS_KNOT,FOUL_PLAY,60.5,52.8,59.9,51
totodile_shadow,Totodile (Shadow),67.1,66.6,66.6,83,369,WATER_GUN,CRUNCH,AQUA_JET,66.6,55.6,60,58.7
archen,Archen,67,91.6,43.5,67,267,WING_ATTACK,ANCIENT_POWER,DRAGON_CLAW,67,46.7,49.9,42.1
blitzle_shadow,Blitzle (Shadow),67,76.8,48.9,86,323,SPARK,DISCHARGE,FLAME_CHARGE,73.1,45.7,55.9,52.7
tentacool_shadow,Tentacool (Shadow),67,58.6,93,77,420,BUBBLE,WRAP,BUBBLE_BEAM,65.3,61.9,54.1,56.4
tyrogue,Tyrogue,67,61,65.1,103,410,TACKLE,ROCK_SLIDE,BRICK_BREAK,54.8,66.5,55,48
poochyena_shadow,Poochyena (Shadow),66.9,72.5,53.6,88,343,SNARL,CRUNCH,DIG,63,41.3,59.6,28.5
torchic,Torchic,66.9,74.9,56.1,78,328,EMBER,FLAME_CHARGE,ROCK_TOMB,71.1,50.6,50,59
drilbur,Drilbur,66.8,79.4,49.9,79,314,MUD_SLAP,DRILL_RUN,ROCK_TOMB,69.4,43.4,58.2,57.1
larvesta,Larvesta,66.8,77,55.3,76,324,EMBER,FLAME_CHARGE,BUG_BUZZ,69.9,49,54.1,60.9
snivy,Snivy,66.7,60.2,75.7,91,415,VINE_WHIP,ENERGY_BALL,SEED_BOMB,59,48.6,65.8,46.6
cubchoo,Cubchoo,66.6,75.8,48.8,89,330,POWDER_SNOW,ICY_WIND,ICE_PUNCH,59.7,59,52.2,42.8
fennekin,Fennekin,66.6,69.8,67.5,75,354,EMBER,FLAME_CHARGE,PSYSHOCK,68.4,50.6,50.2,58.1
grubbin,Grubbin,66.6,71,58.5,84,350,SPARK,X_SCISSOR,CRUNCH,60.9,50.5,58.2,38.3
vanillite,Vanillite,66.6,71,66.3,74,349,POWDER_SNOW,ICY_WIND,SIGNAL_BEAM,62.8,64.4,51.2,44.4
houndour,Houndour,66.5,82.5,49.9,73,301,EMBER,CRUNCH,FLAMETHROWER,68.8,46.2,61.2,57.6
meowth_galarian,Meowth (Galarian),66.5,69.2,58.8,88,359,METAL_CLAW,NIGHT_SLASH,DIG,60,50.6,59.1,48.4
scyther,Scyther,66.5,78.5,64.2,63,318,FURY_CUTTER,X_SCISSOR,AERIAL_ACE,56.5,51,56.6,41.8
hoppip_shadow,Hoppip (Shadow),66.4,55.3,83.3,97,447,BULLET_SEED,GRASS_KNOT,SEED_BOMB,57.2,47.2,59.9,44.7
totodile,Totodile,66.4,66.6,66.6,83,369,WATER_GUN,CRUNCH,AQUA_JET,65.5,56.7,57.7,57.3
doduo,Doduo,66.1,86.7,51.5,64,286,QUICK_ATTACK,BRAVE_BIRD,DRILL_PECK,55.1,49.1,60.9,37.2
nidoran_male,Nidoran Male,66.1,69,57.6,89,354,POISON_STING,BODY_SLAM,SLUDGE_BOMB,56.2,68.6,44.1,40.7
ponyta,Ponyta,66.1,78.4,61.5,66,319,EMBER,FLAME_CHARGE,STOMP,68.3,49.3,55.8,57.3
girafarig_shadow,Girafarig (Shadow),65.9,76.4,59.2,72,326,DOUBLE_KICK,PSYCHIC_FANGS,TRAILBLAZE,62.2,57.3,39.5,41.9
nidoran_male_shadow,Nidoran Male (Shadow),65.9,69,57.6,89,354,POISON_STING,BODY_SLAM,SLUDGE_BOMB,55.4,65.9,43.6,37.8
shuppet_shadow,Shuppet (Shadow),65.9,82.7,45.3,80,300,ASTONISH,SHADOW_SNEAK,OMINOUS_WIND,78.3,42.6,49.4,48.6
pineco,Pineco,65.8,62.9,75.9,83,397,BUG_BITE,ROCK_TOMB,SAND_TOMB,64.5,58.4,57.7,56.2
phanpy,Phanpy,65.7,60.3,58.7,117,415,TACKLE,BODY_SLAM,ROCK_SLIDE,52.5,66.8,54.3,45.8
inkay,Inkay,65.6,63.1,66.2,94,394,TACKLE,NIGHT_SLASH,PSYBEAM,50.6,60.2,59.1,45.1
makuhita,Makuhita,65.6,68,44.5,121,366,TACKLE,CROSS_CHOP,HEAVY_SLAM,56.2,57.3,55.3,43.3
murkrow,Murkrow,65.5,84.2,45.7,77,297,FEINT_ATTACK,DRILL_PECK,FOUL_PLAY,70.2,46.8,59.7,48.6
starly_shadow,Starly (Shadow),65.5,72.8,50.2,92,337,QUICK_ATTACK,BRAVE_BIRD,FLY,56.7,53.3,58.4,41.4
voltorb,Voltorb,65.5,66.6,70.7,79,373,SPARK,DISCHARGE,SIGNAL_BEAM,62.2,50.2,58.1,46.5
pumpkaboo_large,Pumpkaboo (Large),65.4,65.7,71,81,378,ASTONISH,GRASS_KNOT,FOUL_PLAY,59.5,50.1,57.6,50.1
meowth,Meowth,65.3,66.6,61,92,374,SCRATCH,BODY_SLAM,NIGHT_SLASH,57.5,65.7,46.3,61.3
clauncher,Clauncher,65.2,63.4,71.4,86,390,WATER_GUN,CRABHAMMER,AQUA_JET,60.5,57.9,62.2,58.7
hippopotas,Hippopotas,65.2,64.4,65.9,90,383,TACKLE,BODY_SLAM,DIG,56.1,58.8,56.4,42.8
paras,Paras,65.2,72.7,64.6,72,339,BUG_BITE,X_SCISSOR,CROSS_POISON,63.1,48.2,54.5,52.2
tympole,Tympole,65.2,66,58.9,96,374,BUBBLE,MUD_BOMB,SLUDGE_WAVE,59.5,53.3,51.8,43.7
natu,Natu,65.1,77.6,58.1,71,321,QUICK_ATTACK,DRILL_PECK,PSYSHOCK,59.8,50.5,46.4,33.7
makuhita_shadow,Makuhita (Shadow),65,68,44.5,121,366,TACKLE,CROSS_CHOP,HEAVY_SLAM,50.7,55.9,58.1,44.7
rattata_alolan_shadow,Rattata (Alolan) (Shadow),64.8,74.2,58.4,77,334,QUICK_ATTACK,CRUNCH,HYPER_FANG,56.1,45.6,63.7,39.7
slowpoke,Slowpoke,64.8,60.9,57.7,117,411,WATER_GUN,PSYSHOCK,WATER_PULSE,57.3,59.8,52.8,57.6
hippopotas_shadow,Hippopotas (Shadow),64.7,64.4,65.9,90,383,TACKLE,BODY_SLAM,DIG,57,56.6,55.1,42.3
ferroseed_shadow,Ferroseed (Shadow),64.6,52.6,102.8,86,466,TACKLE,IRON_HEAD,FLASH_CANNON,57.3,52.8,59.6,60.4
pawmi,Pawmi,64.6,73.7,44.2,103,336,SPARK,WILD_CHARGE,DISCHARGE,61.5,48.1,58.4,45.1
tentacool,Tentacool,64.6,58.6,93,77,420,BUBBLE,WRAP,BUBBLE_BEAM,60.3,60.7,47.9,58.1
shinx_shadow,Shinx (Shadow),64.5,75.4,48.1,90,327,SPARK,DISCHARGE,THUNDERBOLT,67.7,42.8,56.1,49.4
froakie,Froakie,64.4,74.9,58.3,76,332,BUBBLE,SURF,AERIAL_ACE,57.9,47.1,53.8,40.9
pumpkaboo_average,Pumpkaboo (Average),64.4,67.3,72.5,76,371,ASTONISH,GRASS_KNOT,FOUL_PLAY,58.9,49.3,57.3,48
bulbasaur,Bulbasaur,64.3,68,70.8,76,366,VINE_WHIP,SEED_BOMB,SLUDGE_BOMB,53.6,47.9,48.9,45.4
magby,Magby,64.3,79.3,56.4,70,314,KARATE_CHOP,FIRE_PUNCH,BRICK_BREAK,61.7,55.1,52.2,36.2
pansage,Pansage,64.3,66,64.2,89,378,VINE_WHIP,CRUNCH,ENERGY_BALL,54.8,48.7,58.4,40.9
ekans_shadow,Ekans (Shadow),64.2,70.4,66.9,75,354,POISON_STING,POISON_FANG,SLUDGE_BOMB,64.4,59.6,31.3,37.8
farfetchd_galarian,Farfetch'd (Galarian),64.2,80.6,57.1,67,309,FURY_CUTTER,LEAF_BLADE,BRAVE_BIRD,55.3,50.5,46.4,32.4
mankey,Mankey,64.1,83,51,71,301,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,57.2,49.3,50.4,39.3
omanyte_shadow,Omanyte (Shadow),64.1,75.5,74.1,59,331,MUD_SHOT,ROCK_BLAST,ANCIENT_POWER,55.9,44.1,54.8,29.6
phanpy_shadow,Phanpy (Shadow),64.1,60.3,58.7,117,415,TACKLE,BODY_SLAM,ROCK_SLIDE,49.5,64.4,51,45.8
pineco_shadow,Pineco (Shadow),64,62.9,75.9,83,397,BUG_BITE,ROCK_TOMB,SAND_TOMB,61.4,57.9,44.3,56
blitzle,Blitzle,63.8,76.8,48.9,86,323,SPARK,DISCHARGE,FLAME_CHARGE,66.9,49.3,52.3,46.1
larvitar_shadow,Larvitar (Shadow),63.8,69.5,60.9,85,360,BITE,ANCIENT_POWER,CRUNCH,64.7,55,43,63.2
larvitar,Larvitar,63.7,69.5,60.9,85,360,BITE,ANCIENT_POWER,CRUNCH,63.1,52.1,61.2,59.4
sunkern,Sunkern,63.7,58.8,58.8,98,339,RAZOR_LEAF,GRASS_KNOT,SEED_BOMB,62.6,51.7,44.1,64.4
natu_shadow,Natu (Shadow),63.6,77.6,58.1,71,321,QUICK_ATTACK,DRILL_PECK,PSYSHOCK,51.7,42.2,59.9,34.4
pumpkaboo_small,Pumpkaboo (Small),63.6,68.3,73.2,73,366,ASTONISH,GRASS_KNOT,FOUL_PLAY,58.9,48.9,56.9,47.5
teddiursa,Teddiursa,63.6,74.9,53.4,83,333,LICK,CROSS_CHOP,CRUNCH,56.7,49.5,58.1,42.6
darumaka_galarian,Darumaka (Galarian),63.5,75.6,48.1,89,324,ICE_FANG,ICE_PUNCH,ICE_BEAM,63.4,55.1,46.6,60.9
skitty,Skitty,63.5,61.6,62.3,105,404,TACKLE,WILD_CHARGE,DIG,58.3,57.1,62.5,50.3
electrike_shadow,Electrike (Shadow),63.4,74.6,55.5,79,328,SPARK,DISCHARGE,THUNDERBOLT,66.4,43,55.5,49.1
gimmighoul,Gimmighoul,63.4,79.8,50.1,77,308,ASTONISH,SHADOW_BALL,,73.5,39.7,53.3,44.9
voltorb_shadow,Voltorb (Shadow),63.3,66.6,70.7,79,373,SPARK,DISCHARGE,SIGNAL_BEAM,62.2,47.6,56.1,46.8
whismur,Whismur,62.8,69.7,41,124,355,ASTONISH,STOMP,DISARMING_VOICE,53.2,47.5,56.8,38.8
rowlet,Rowlet,62.5,61.7,62.9,104,404,LEAFAGE,ENERGY_BALL,SEED_BOMB,57.2,48.2,50.4,52.9
sneasel_hisuian_shadow,Sneasel (Hisuian) (Shadow),62.5,79.1,62.3,64,316,POISON_JAB,CLOSE_COMBAT,AERIAL_ACE,55.9,49.5,53.2,54.1
gastly,Gastly,62.4,99.9,42,59,248,ASTONISH,SLUDGE_BOMB,DARK_PULSE,71.9,37.6,52,44.4
whismur_shadow,Whismur (Shadow),62.4,69.7,41,124,355,ASTONISH,STOMP,DISARMING_VOICE,53.2,45.3,53.3,39.5
baltoy,Baltoy,62.3,54.6,91.7,90,451,CONFUSION,DIG,PSYBEAM,51.8,49.5,64.3,56.4
mareanie,Mareanie,62.2,61.6,72.5,90,403,POISON_STING,BRINE,SLUDGE_WAVE,51.7,50.2,47.2,36
noibat,Noibat,62,63.9,64.6,94,389,WING_ATTACK,DRAGON_PULSE,AIR_CUTTER,49.5,51.2,51.3,48.6
girafarig,Girafarig,61.9,76.4,59.2,72,326,CONFUSION,PSYCHIC_FANGS,TRAILBLAZE,56.2,59.6,36.2,48.6
shellder,Shellder,61.8,68.1,83.2,64,363,ICE_SHARD,ICY_WIND,RAZOR_SHELL,56.5,57.3,48.4,41.1
electrike,Electrike,61.7,74.6,55.5,79,328,SPARK,DISCHARGE,THUNDERBOLT,61.9,43.3,54,43.7
minccino,Minccino,61.7,64.6,59.5,99,381,CHARM,AQUA_TAIL,THUNDERBOLT,57,57.8,38.9,59.9
diglett_shadow,Diglett (Shadow),61.6,82,64.8,57,303,MUD_SLAP,MUD_BOMB,ROCK_TOMB,56.7,44.5,55.6,60.2
frillish,Frillish,61.5,62.6,77,82,396,BUBBLE,ICE_BEAM,OMINOUS_WIND,48.9,52,49.9,49.6
snubbull_shadow,Snubbull (Shadow),61.5,74.1,51.5,87,333,TACKLE,CRUNCH,BRICK_BREAK,58.3,50.8,47.4,43.2
pancham,Pancham,61.4,71.3,57.1,85,346,TACKLE,BODY_SLAM,CRUNCH,52.1,55.1,48.9,39.5
drowzee,Drowzee,61.3,54.8,85.5,97,455,CONFUSION,PSYSHOCK,PSYCHIC,49.3,52.4,51,55
omanyte,Omanyte,61.3,75.5,74.1,59,331,MUD_SHOT,ROCK_BLAST,ANCIENT_POWER,49.8,49,46.6,31.8
misdreavus,Misdreavus,61.1,72.2,70.9,67,344,ASTONISH,DARK_PULSE,SHADOW_SNEAK,63.9,46.7,49,44.9
smoochum,Smoochum,61.1,80.3,52.9,72,306,POWDER_SNOW,ICE_PUNCH,PSYSHOCK,47.1,44.4,54,36.5
sneasel_hisuian,Sneasel (Hisuian),61.1,79.1,62.3,64,316,POISON_JAB,CLOSE_COMBAT,AERIAL_ACE,50,46.2,50.5,50.6
ekans,Ekans,60.8,70.4,66.9,75,354,POISON_STING,POISON_FANG,SLUDGE_BOMB,47.6,58.2,35.7,41.9
meditite,Meditite,60.8,59.1,86.2,82,419,CONFUSION,PSYSHOCK,ICE_PUNCH,51.2,59.2,45.4,53.6
snover,Snover,60.8,64.5,64.5,91,379,POWDER_SNOW,ICE_BEAM,ENERGY_BALL,50.4,43.9,57.1,41.2
corphish,Corphish,60.7,77.4,58.7,71,323,BUBBLE,SCALD,RAZOR_SHELL,55.6,45.7,50.5,40.9
corphish_shadow,Corphish (Shadow),60.7,77.4,58.7,71,323,BUBBLE,SCALD,RAZOR_SHELL,55.3,44.1,52.8,44.7
shellder_shadow,Shellder (Shadow),60.6,68.1,83.2,64,363,ICE_SHARD,ICY_WIND,RAZOR_SHELL,56.2,57.8,43,41.6
bagon_shadow,Bagon (Shadow),60.5,75.8,57.7,75,328,EMBER,CRUNCH,FLAMETHROWER,63.9,46,46.9,50.1
snubbull,Snubbull,60.5,74.1,51.5,87,333,TACKLE,CRUNCH,BRICK_BREAK,52.9,54.7,47.4,41.6
drowzee_shadow,Drowzee (Shadow),60.3,54.8,85.5,97,455,CONFUSION,PSYSHOCK,PSYCHIC,49.6,54.2,44.3,55.9
woobat,Woobat,60.3,64.6,58.2,101,380,CONFUSION,AERIAL_ACE,PSYSHOCK,50.1,54.7,40.3,54.7
aipom_shadow,Aipom (Shadow),60.2,70.4,61.9,80,349,ASTONISH,AERIAL_ACE,LOW_SWEEP,52.8,42.9,50.7,38.8
ralts_shadow,Ralts (Shadow),60.2,67.8,60.5,89,366,CONFUSION,DISARMING_VOICE,PSYSHOCK,54.7,55.1,39.9,56.4
venipede,Venipede,60.2,62.5,77.6,82,399,POISON_STING,SLUDGE_BOMB,SIGNAL_BEAM,51,41.5,53.2,37.2
slowpoke_galarian,Slowpoke (Galarian),60.1,60.9,57.7,117,411,CONFUSION,SURF,PSYSHOCK,49,60.2,44.3,51.9
snover_shadow,Snover (Shadow),60,64.5,64.5,91,379,POWDER_SNOW,ICE_BEAM,ENERGY_BALL,50.9,42.9,58.1,42.3
meltan,Meltan,59.9,69.7,64.6,79,356,THUNDER_SHOCK,THUNDERBOLT,FLASH_CANNON,41.2,37.2,63.8,28.5
slowpoke_shadow,Slowpoke (Shadow),59.9,60.9,57.7,117,411,CONFUSION,PSYSHOCK,WATER_PULSE,50.4,55.1,44.6,56.7
bagon,Bagon,59.6,75.8,57.7,75,328,EMBER,CRUNCH,FLAMETHROWER,62.3,43,48.6,46.5
bulbasaur_shadow,Bulbasaur (Shadow),59.5,68,70.8,76,366,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,51.2,43.3,48.7,42.3
goomy,Goomy,59.5,63.3,74.6,83,392,WATER_GUN,MUDDY_WATER,DRAGON_PULSE,50.3,49.7,45.6,50.8
shinx,Shinx,59.5,75.4,48.1,90,327,SPARK,DISCHARGE,RETURN,60.8,42.4,49.7,44.4
yamask_galarian,Yamask (Galarian),59.5,59.5,92,76,417,ASTONISH,ROCK_TOMB,NIGHT_SHADE,56.1,50.2,54.6,52.4
stantler_shadow,Stantler (Shadow),59.3,77.5,55.1,75,321,TACKLE,WILD_CHARGE,STOMP,61.4,52.9,44.3,50.5
zorua,Zorua,59.2,83.8,49.1,71,293,FEINT_ATTACK,FOUL_PLAY,AERIAL_ACE,64.7,42.1,49.4,45.4
combee,Combee,59.1,55.9,81.8,96,440,BUG_BITE,BUG_BUZZ,,56.5,46.3,54,58
buizel,Buizel,58.8,77,45.9,90,318,WATER_GUN,AQUA_JET,SWIFT,58.4,48.5,43.1,54.1
sneasel_shadow,Sneasel (Shadow),58.8,79.1,62.3,64,316,ICE_SHARD,AVALANCHE,FOUL_PLAY,59.5,42.6,50.7,49.4
bergmite,Bergmite,58.7,64.1,71,84,383,TACKLE,ICY_WIND,CRUNCH,51.7,54.7,48.7,42.3
deerling,Deerling,58.6,66,61.1,93,376,TACKLE,WILD_CHARGE,TRAILBLAZE,50.9,50.8,46.4,48.6
exeggcute_shadow,Exeggcute (Shadow),58.6,61.1,76,88,409,CONFUSION,ANCIENT_POWER,SEED_BOMB,50.7,49.3,40.3,55.7
kabuto,Kabuto,58.3,76.4,76.9,55,324,MUD_SHOT,ANCIENT_POWER,AQUA_JET,51.5,46.8,47.7,25
trapinch,Trapinch,58.3,86.4,47.6,70,288,MUD_SHOT,SCORCHING_SANDS,CRUNCH,58.4,32.9,57.4,26.6
aipom,Aipom,58.2,70.4,61.9,80,349,ASTONISH,AERIAL_ACE,LOW_SWEEP,49.8,44.5,46.7,37.1
diglett,Diglett,58.2,82,64.8,57,303,MUD_SLAP,MUD_BOMB,ROCK_TOMB,50.4,42.2,46.9,55.7
stufful,Stufful,58.2,69.9,54.9,91,350,TACKLE,SUPER_POWER,STOMP,49.6,50,49.9,47.3
bunnelby,Bunnelby,58.1,58.3,70.4,103,424,MUD_SLAP,DIG,EARTHQUAKE,48.4,39.9,58.1,53.1
surskit,Surskit,58.1,65.4,65.4,89,381,BUBBLE,SIGNAL_BEAM,AQUA_JET,50.7,46.7,51.3,44.7
treecko,Treecko,58.1,73.6,61.7,74,337,BULLET_SEED,GRASS_KNOT,AERIAL_ACE,47.8,35.2,49.2,26.6
staryu,Staryu,57.8,77.6,67.7,61,321,WATER_GUN,POWER_GEM,BUBBLE_BEAM,60.3,49.5,41,54.7
trapinch_shadow,Trapinch (Shadow),57.7,86.4,47.6,70,288,MUD_SHOT,SCORCHING_SANDS,CRUNCH,57.2,30,61.4,28
smoliv,Smoliv,57.4,66.6,65.3,85,370,TACKLE,TRAILBLAZE,EARTH_POWER,48.5,55.1,51.7,49.1
morelull,Morelull,57.2,66,75.5,76,379,ASTONISH,SEED_BOMB,DAZZLING_GLEAM,48.5,40.2,52.8,40.5
varoom,Varoom,57.2,69.9,65.5,77,353,POISON_JAB,GYRO_BALL,GUNK_SHOT,51.5,47,38.5,58.8
helioptile,Helioptile,57.1,73.4,54.4,85,340,QUICK_ATTACK,THUNDERBOLT,BULLDOZE,47.9,45.6,59.7,35
sneasel,Sneasel,56.7,79.1,62.3,64,316,ICE_SHARD,AVALANCHE,FOUL_PLAY,53.9,41.1,49.7,45.1
treecko_shadow,Treecko (Shadow),56.6,73.6,61.7,74,337,BULLET_SEED,GRASS_KNOT,AERIAL_ACE,44.9,32.2,49.7,26.6
ralts,Ralts,56.5,67.8,60.5,89,366,CONFUSION,DISARMING_VOICE,PSYSHOCK,48.9,51.4,42.8,52.2
exeggcute,Exeggcute,56.4,61.1,76,88,409,CONFUSION,ANCIENT_POWER,SEED_BOMB,47.3,47.9,40.7,53.3
weedle_shadow,Weedle (Shadow),56.4,63.8,54.6,111,387,BUG_BITE,STRUGGLE,FRUSTRATION,55.1,50,36.9,57.8
weedle,Weedle,56.3,63.8,54.6,111,387,BUG_BITE,RETURN,STRUGGLE,54.7,47,51.3,54.7
patrat_shadow,Patrat (Shadow),56,68.7,56.8,93,364,TACKLE,HYPER_FANG,GRASS_KNOT,54.2,51.7,43.1,51
burmy_plant,Burmy (Plant),55.3,52.6,80.1,112,473,BUG_BITE,STRUGGLE,,51.5,45.2,39.7,58.7
burmy_sandy,Burmy (Sandy),55.3,52.6,80.1,112,473,BUG_BITE,STRUGGLE,,51.5,45.2,39.7,58.7
burmy_trash,Burmy (Trash),55.3,52.6,80.1,112,473,BUG_BITE,STRUGGLE,,51.5,45.2,39.7,58.7
caterpie,Caterpie,55.3,58.8,58.8,120,415,BUG_BITE,STRUGGLE,,53.7,46.6,45.1,55.7
tangela,Tangela,55.3,72.4,70.1,67,341,VINE_WHIP,GRASS_KNOT,SLUDGE_BOMB,43.4,34.5,48.7,37.1
togepi,Togepi,55,53.1,95.9,92,469,HIDDEN_POWER_GROUND,ANCIENT_POWER,PSYSHOCK,46.7,39.9,50.5,48.7
yungoos,Yungoos,54.9,79.9,43.9,89,313,TACKLE,CRUNCH,HYPER_FANG,53.9,49.8,45.4,46.5
scatterbug,Scatterbug,54.7,59.6,63.8,109,415,BUG_BITE,STRUGGLE,,53.2,46.4,42.8,55.4
gothita,Gothita,54.5,62.4,77.7,82,398,CONFUSION,PSYSHOCK,PSYCHIC,45.2,47.5,40,50.5
lillipup,Lillipup,54.2,68.5,61.8,85,360,TACKLE,DIG,THUNDERBOLT,53.6,48.9,49.2,45.9
stantler,Stantler,53.9,77.5,55.1,75,321,TACKLE,WILD_CHARGE,STOMP,46,47.5,38.4,45.9
tangela_shadow,Tangela (Shadow),53.9,72.4,70.1,67,341,VINE_WHIP,GRASS_KNOT,SLUDGE_BOMB,47.6,35.2,47.6,40.4
koffing,Koffing,53.8,65.1,83.3,70,380,INFESTATION,DARK_PULSE,SLUDGE_BOMB,35.5,34.8,52,30.3
shuppet,Shuppet,53.8,82.7,45.3,80,300,ASTONISH,SHADOW_SNEAK,OMINOUS_WIND,54,39.8,42.6,45.4
horsea_shadow,Horsea (Shadow),53.7,76.4,65.5,65,325,BUBBLE,DRAGON_PULSE,BUBBLE_BEAM,53.2,43.6,38.5,45.4
sprigatito,Sprigatito,53.6,70.7,65.4,76,352,LEAFAGE,GRASS_KNOT,PLAY_ROUGH,50.3,38.2,40.2,44.7
remoraid,Remoraid,53.3,80.1,49.5,77,306,MUD_SHOT,ROCK_BLAST,WATER_PULSE,43.5,41.1,40.8,23.8
wurmple,Wurmple,53.3,62.7,58,109,397,BUG_BITE,STRUGGLE,,52.6,45.9,39.9,53.4
bellsprout,Bellsprout,53.2,82.1,41.9,88,303,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,44.8,35.5,43.6,38.8
espurr,Espurr,53.2,64.6,66.7,88,380,CONFUSION,PSYSHOCK,ENERGY_BALL,44.2,46.6,36.4,50
mime_jr,Mime (Jr),53.1,73.2,87.7,53,340,CONFUSION,PSYSHOCK,PSYCHIC,46.8,47.2,33,50.3
patrat,Patrat,53,68.7,56.8,93,364,TACKLE,HYPER_FANG,GRASS_KNOT,49.6,47.2,44.8,46.8
horsea,Horsea,52.9,76.4,65.5,65,325,BUBBLE,DRAGON_PULSE,BUBBLE_BEAM,48.5,42,39.5,44.2
pikipek,Pikipek,52.9,85.7,44.6,75,287,PECK,DRILL_PECK,AERIAL_ACE,47.1,43.9,36.9,51.2
wimpod,Wimpod,52.8,60.5,73.9,90,403,STRUGGLE_BUG,BUG_BUZZ,,52.8,38.7,50.7,45.1
axew,Axew,52.7,79.4,55.4,71,313,SCRATCH,DRAGON_CLAW,AQUA_TAIL,47,49.1,26.6,51.5
